from_machine,to_machine,with_handling_sec
M57,M43,284.345
M57,M44,295.345
M57,M45,306.345
M57,M46,335.938
M57,M47,346.938
M57,M48,357.938
M57,M49,368.938
M57,M50,379.938
M57,M51,274.083
M57,M52,285.083
M57,M53,296.083
M57,M54,307.083
M57,M55,318.083
M57,M56,161.93
M57,M58,31.0
M57,M59,42.0
M57,M60,53.0
M57,M61,86.992
M57,M62,97.992
M57,M63,69.392
M57,M64,80.392
M57,M65,91.392
M57,M66,120.984
M57,M67,131.984
M57,M68,142.984
M57,M69,153.984
M57,M70,125.384
M57,M71,104.592
M57,M72,115.592
M57,M73,126.592
M57,M74,137.592
M57,M75,148.592
M57,M76,166.969
M57,M77,175.984
M57,M78,186.984
M57,M79,197.984
M57,M80,142.984
M57,M81,122.192
M57,M82,133.192
M57,M83,144.192
M57,M84,155.192
M57,M85,166.192
M57,M86,195.784
M57,M87,193.584
M57,M88,204.584
M57,M89,215.584
M57,M90,160.584
M57,M91,139.792
M57,M92,150.792
M57,M93,161.792
M57,M94,172.792
M57,M95,183.792
M57,M96,213.384
M57,M97,224.384
M57,M98,235.384
M57,M99,246.384
M57,M100,257.384
M58,M1,180.945
M58,M2,191.945
M58,M3,202.945
M58,M4,213.945
M58,M5,224.945
M58,M6,254.538
M58,M7,252.338
M58,M8,263.338
M58,M9,274.338
M58,M10,219.338
M58,M11,198.545
M58,M12,209.545
M58,M13,220.545
M58,M14,231.545
M58,M15,242.545
M58,M16,272.138
M58,M17,269.938
M58,M18,280.938
M58,M19,291.938
M58,M20,236.938
M58,M21,216.145
M58,M22,227.145
M58,M23,238.145
M58,M24,249.145
M58,M25,260.145
M58,M26,289.738
M58,M27,287.538
M58,M28,298.538
M58,M29,309.538
M58,M30,254.538
M58,M31,233.745
M58,M32,244.745
M58,M33,255.745
M58,M34,266.745
M58,M35,277.745
M58,M36,307.338
M58,M37,305.138
M58,M38,316.138
M58,M39,327.138
M58,M40,272.138
M58,M41,251.345
M58,M42,262.345
M58,M43,273.345
M58,M44,284.345
M58,M45,295.345
M58,M46,324.938
M58,M47,335.938
M58,M48,346.938
M58,M49,357.938
M58,M50,368.938
M58,M51,263.083
M58,M52,274.083
M58,M53,285.083
M58,M54,296.083
M58,M55,307.083
M58,M56,150.93
M58,M57,90.184
M58,M59,31.0
M58,M60,42.0
M58,M61,75.992
M58,M62,86.992
M58,M63,58.392
M58,M64,69.392
M58,M65,80.392
M58,M66,109.984
M58,M67,120.984
M58,M68,131.984
M58,M69,142.984
M58,M70,114.384
M58,M71,93.592
M58,M72,104.592
M58,M73,115.592
M58,M74,126.592
M58,M75,137.592
M58,M76,155.969
M58,M77,164.984
M58,M78,175.984
M58,M79,186.984
M58,M80,131.984
M58,M81,111.192
M58,M82,122.192
M58,M83,133.192
M58,M84,144.192
M58,M85,155.192
M58,M86,184.784
M58,M87,182.584
M58,M88,193.584
M58,M89,204.584
M58,M90,149.584
M58,M91,128.792
M58,M92,139.792
M58,M93,150.792
M58,M94,161.792
M58,M95,172.792
M58,M96,202.384
M58,M97,213.384
M58,M98,224.384
M58,M99,235.384
M58,M100,246.384
M59,M1,169.945
M59,M2,180.945
M59,M3,191.945
M59,M4,202.945
M59,M5,213.945
M59,M6,243.538
M59,M7,241.338
M59,M8,252.338
M59,M9,263.338
M59,M10,208.338
M59,M11,187.545
M59,M12,198.545
M59,M13,209.545
M59,M14,220.545
M59,M15,231.545
M59,M16,261.138
M59,M17,258.938
M59,M18,269.938
M59,M19,280.938
M59,M20,225.938
M59,M21,205.145
M59,M22,216.145
M59,M23,227.145
M59,M24,238.145
M59,M25,249.145
M59,M26,278.738
M59,M27,276.538
M59,M28,287.538
M59,M29,298.538
M59,M30,243.538
M59,M31,222.745
M59,M32,233.745
M59,M33,244.745
M59,M34,255.745
M59,M35,266.745
M59,M36,296.338
M59,M37,294.138
M59,M38,305.138
M59,M39,316.138
M59,M40,261.138
M59,M41,240.345
M59,M42,251.345
M59,M43,262.345
M59,M44,273.345
M59,M45,284.345
M59,M46,313.938
M59,M47,324.938
M59,M48,335.938
M59,M49,346.938
M59,M50,357.938
M59,M51,291.683
M59,M52,302.683
M59,M53,313.683
M59,M54,324.683
M59,M55,335.683
M59,M56,179.53
M59,M57,118.784
M59,M58,129.784
M59,M60,31.0
M59,M61,64.992
M59,M62,75.992
M59,M63,86.992
M59,M64,97.992
M59,M65,108.992
M59,M66,138.584
M59,M67,136.384
M59,M68,147.384
M59,M69,158.384
M59,M70,103.384
M59,M71,82.592
M59,M72,93.592
M59,M73,104.592
M59,M74,115.592
M59,M75,126.592
M59,M76,156.184
M59,M77,153.984
M59,M78,164.984
M59,M79,175.984
M59,M80,120.984
M59,M81,100.192
M59,M82,111.192
M59,M83,122.192
M59,M84,133.192
M59,M85,144.192
M59,M86,173.784
M59,M87,171.584
M59,M88,182.584
M59,M89,193.584
M59,M90,138.584
M59,M91,117.792
M59,M92,128.792
M59,M93,139.792
M59,M94,150.792
M59,M95,161.792
M59,M96,191.384
M59,M97,202.384
M59,M98,213.384
M59,M99,224.384
M59,M100,235.384
M60,M1,158.945
M60,M2,169.945
M60,M3,180.945
M60,M4,191.945
M60,M5,202.945
M60,M6,232.538
M60,M7,230.338
M60,M8,241.338
M60,M9,252.338
M60,M10,197.338
M60,M11,176.545
M60,M12,187.545
M60,M13,198.545
M60,M14,209.545
M60,M15,220.545
M60,M16,250.138
M60,M17,247.938
M60,M18,258.938
M60,M19,269.938
M60,M20,214.938
M60,M21,194.145
M60,M22,205.145
M60,M23,216.145
M60,M24,227.145
M60,M25,238.145
M60,M26,267.738
M60,M27,265.538
M60,M28,276.538
M60,M29,287.538
M60,M30,232.538
M60,M31,211.745
M60,M32,222.745
M60,M33,233.745
M60,M34,244.745
M60,M35,255.745
M60,M36,285.338
M60,M37,283.138
M60,M38,294.138
M60,M39,305.138
M60,M40,250.138
M60,M41,229.345
M60,M42,240.345
M60,M43,251.345
M60,M44,262.345
M60,M45,273.345
M60,M46,302.938
M60,M47,313.938
M60,M48,324.938
M60,M49,335.938
M60,M50,346.938
M60,M51,280.683
M60,M52,291.683
M60,M53,302.683
M60,M54,313.683
M60,M55,324.683
M60,M56,168.53
M60,M57,107.784
M60,M58,118.784
M60,M59,129.784
M60,M61,53.992
M60,M62,64.992
M60,M63,75.992
M60,M64,86.992
M60,M65,97.992
M60,M66,127.584
M60,M67,125.384
M60,M68,136.384
M60,M69,147.384
M60,M70,92.384
M60,M71,71.592
M60,M72,82.592
M60,M73,93.592
M60,M74,104.592
M60,M75,115.592
M60,M76,145.184
M60,M77,142.984
M60,M78,153.984
M60,M79,164.984
M60,M80,109.984
M60,M81,89.192
M60,M82,100.192
M60,M83,111.192
M60,M84,122.192
M60,M85,133.192
M60,M86,162.784
M60,M87,160.584
M60,M88,171.584
M60,M89,182.584
M60,M90,127.584
M60,M91,106.792
M60,M92,117.792
M60,M93,128.792
M60,M94,139.792
M60,M95,150.792
M60,M96,180.384
M60,M97,191.384
M60,M98,202.384
M60,M99,213.384
M60,M100,224.384
M61,M1,179.738
M61,M2,190.738
M61,M3,201.738
M61,M4,212.738
M61,M5,223.738
M61,M6,253.33
M61,M7,251.13
M61,M8,262.13
M61,M9,273.13
M61,M10,218.13
M61,M11,197.338
M61,M12,208.338
M61,M13,219.338
M61,M14,230.338
M61,M15,241.338
M61,M16,270.93
M61,M17,268.73
M61,M18,279.73
M61,M19,290.73
M61,M20,235.73
M61,M21,214.938
M61,M22,225.938
M61,M23,236.938
M61,M24,247.938
M61,M25,258.938
M61,M26,288.53
M61,M27,286.33
M61,M28,297.33
M61,M29,308.33
M61,M30,253.33
M61,M31,232.538
M61,M32,243.538
M61,M33,254.538
M61,M34,265.538
M61,M35,276.538
M61,M36,306.13
M61,M37,303.93
M61,M38,314.93
M61,M39,325.93
M61,M40,270.93
M61,M41,250.138
M61,M42,261.138
M61,M43,272.138
M61,M44,283.138
M61,M45,294.138
M61,M46,323.73
M61,M47,334.73
M61,M48,345.73
M61,M49,356.73
M61,M50,367.73
M61,M51,246.691
M61,M52,257.691
M61,M53,268.691
M61,M54,279.691
M61,M55,290.691
M61,M56,134.538
M61,M57,73.792
M61,M58,84.792
M61,M59,95.792
M61,M60,40.792
M61,M62,31.0
M61,M63,42.0
M61,M64,53.0
M61,M65,64.0
M61,M66,93.592
M61,M67,104.592
M61,M68,115.592
M61,M69,126.592
M61,M70,113.177
M61,M71,92.384
M61,M72,103.384
M61,M73,114.384
M61,M74,125.384
M61,M75,136.384
M61,M76,139.577
M61,M77,150.577
M61,M78,161.577
M61,M79,172.577
M61,M80,130.777
M61,M81,109.984
M61,M82,120.984
M61,M83,131.984
M61,M84,142.984
M61,M85,153.984
M61,M86,183.577
M61,M87,181.377
M61,M88,192.377
M61,M89,203.377
M61,M90,148.377
M61,M91,127.584
M61,M92,138.584
M61,M93,149.584
M61,M94,160.584
M61,M95,171.584
M61,M96,201.177
M61,M97,212.177
M61,M98,223.177
M61,M99,234.177
M61,M100,245.177
M62,M1,234.738
M62,M2,245.738
M62,M3,256.738
M62,M4,267.738
M62,M5,278.738
M62,M6,308.33
M62,M7,306.13
M62,M8,317.13
M62,M9,328.13
M62,M10,273.13
M62,M11,252.338
M62,M12,263.338
M62,M13,274.338
M62,M14,285.338
M62,M15,296.338
M62,M16,325.93
M62,M17,323.73
M62,M18,334.73
M62,M19,345.73
M62,M20,290.73
M62,M21,269.938
M62,M22,280.938
M62,M23,291.938
M62,M24,302.938
M62,M25,313.938
M62,M26,343.53
M62,M27,341.33
M62,M28,352.33
M62,M29,363.33
M62,M30,308.33
M62,M31,287.538
M62,M32,298.538
M62,M33,309.538
M62,M34,320.538
M62,M35,331.538
M62,M36,361.13
M62,M37,358.93
M62,M38,369.93
M62,M39,380.93
M62,M40,325.93
M62,M41,305.138
M62,M42,316.138
M62,M43,327.138
M62,M44,338.138
M62,M45,349.138
M62,M46,320.73
M62,M47,331.73
M62,M48,342.73
M62,M49,353.73
M62,M50,364.73
M62,M51,235.691
M62,M52,246.691
M62,M53,257.691
M62,M54,268.691
M62,M55,279.691
M62,M56,123.538
M62,M57,62.792
M62,M58,73.792
M62,M59,84.792
M62,M60,95.792
M62,M61,129.784
M62,M63,31.0
M62,M64,42.0
M62,M65,53.0
M62,M66,82.592
M62,M67,93.592
M62,M68,104.592
M62,M69,115.592
M62,M70,126.592
M62,M71,147.384
M62,M72,158.384
M62,M73,142.984
M62,M74,153.984
M62,M75,164.984
M62,M76,128.577
M62,M77,139.577
M62,M78,150.577
M62,M79,161.577
M62,M80,172.577
M62,M81,164.984
M62,M82,175.984
M62,M83,186.984
M62,M84,197.984
M62,M85,208.984
M62,M86,174.561
M62,M87,185.561
M62,M88,196.561
M62,M89,207.561
M62,M90,203.377
M62,M91,182.584
M62,M92,193.584
M62,M93,204.584
M62,M94,215.584
M62,M95,226.584
M62,M96,220.546
M62,M97,231.546
M62,M98,242.546
M62,M99,253.546
M62,M100,264.546
M63,M1,223.738
M63,M2,234.738
M63,M3,245.738
M63,M4,256.738
M63,M5,267.738
M63,M6,297.33
M63,M7,295.13
M63,M8,306.13
M63,M9,317.13
M63,M10,262.13
M63,M11,241.338
M63,M12,252.338
M63,M13,263.338
M63,M14,274.338
M63,M15,285.338
M63,M16,314.93
M63,M17,312.73
M63,M18,323.73
M63,M19,334.73
M63,M20,279.73
M63,M21,258.938
M63,M22,269.938
M63,M23,280.938
M63,M24,291.938
M63,M25,302.938
M63,M26,332.53
M63,M27,330.33
M63,M28,341.33
M63,M29,352.33
M63,M30,297.33
M63,M31,276.538
M63,M32,287.538
M63,M33,298.538
M63,M34,309.538
M63,M35,320.538
M63,M36,350.13
M63,M37,347.93
M63,M38,358.93
M63,M39,369.93
M63,M40,314.93
M63,M41,294.138
M63,M42,305.138
M63,M43,316.138
M63,M44,327.138
M63,M45,338.138
M63,M46,309.73
M63,M47,320.73
M63,M48,331.73
M63,M49,342.73
M63,M50,353.73
M63,M51,224.691
M63,M52,235.691
M63,M53,246.691
M63,M54,257.691
M63,M55,268.691
M63,M56,112.538
M63,M57,51.792
M63,M58,62.792
M63,M59,73.792
M63,M60,84.792
M63,M61,118.784
M63,M62,129.784
M63,M64,31.0
M63,M65,42.0
M63,M66,71.592
M63,M67,82.592
M63,M68,93.592
M63,M69,104.592
M63,M70,115.592
M63,M71,136.384
M63,M72,147.384
M63,M73,131.984
M63,M74,142.984
M63,M75,153.984
M63,M76,117.577
M63,M77,128.577
M63,M78,139.577
M63,M79,150.577
M63,M80,161.577
M63,M81,153.984
M63,M82,164.984
M63,M83,175.984
M63,M84,186.984
M63,M85,197.984
M63,M86,163.561
M63,M87,174.561
M63,M88,185.561
M63,M89,196.561
M63,M90,192.377
M63,M91,171.584
M63,M92,182.584
M63,M93,193.584
M63,M94,204.584
M63,M95,215.584
M63,M96,209.546
M63,M97,220.546
M63,M98,231.546
M63,M99,242.546
M63,M100,253.546
M64,M1,212.738
M64,M2,223.738
M64,M3,234.738
M64,M4,245.738
M64,M5,256.738
M64,M6,286.33
M64,M7,284.13
M64,M8,295.13
M64,M9,306.13
M64,M10,251.13
M64,M11,230.338
M64,M12,241.338
M64,M13,252.338
M64,M14,263.338
M64,M15,274.338
M64,M16,303.93
M64,M17,301.73
M64,M18,312.73
M64,M19,323.73
M64,M20,268.73
M64,M21,247.938
M64,M22,258.938
M64,M23,269.938
M64,M24,280.938
M64,M25,291.938
M64,M26,321.53
M64,M27,319.33
M64,M28,330.33
M64,M29,341.33
M64,M30,286.33
M64,M31,265.538
M64,M32,276.538
M64,M33,287.538
M64,M34,298.538
M64,M35,309.538
M64,M36,339.13
M64,M37,336.93
M64,M38,347.93
M64,M39,358.93
M64,M40,303.93
M64,M41,283.138
M64,M42,294.138
M64,M43,305.138
M64,M44,316.138
M64,M45,327.138
M64,M46,298.73
M64,M47,309.73
M64,M48,320.73
M64,M49,331.73
M64,M50,342.73
M64,M51,213.691
M64,M52,224.691
M64,M53,235.691
M64,M54,246.691
M64,M55,257.691
M64,M56,101.538
M64,M57,40.792
M64,M58,51.792
M64,M59,62.792
M64,M60,73.792
M64,M61,107.784
M64,M62,118.784
M64,M63,90.184
M64,M65,31.0
M64,M66,60.592
M64,M67,71.592
M64,M68,82.592
M64,M69,93.592
M64,M70,104.592
M64,M71,125.384
M64,M72,136.384
M64,M73,120.984
M64,M74,131.984
M64,M75,142.984
M64,M76,106.577
M64,M77,117.577
M64,M78,128.577
M64,M79,139.577
M64,M80,150.577
M64,M81,142.984
M64,M82,153.984
M64,M83,164.984
M64,M84,175.984
M64,M85,186.984
M64,M86,152.561
M64,M87,163.561
M64,M88,174.561
M64,M89,185.561
M64,M90,181.377
M64,M91,160.584
M64,M92,171.584
M64,M93,182.584
M64,M94,193.584
M64,M95,204.584
M64,M96,198.546
M64,M97,209.546
M64,M98,220.546
M64,M99,231.546
M64,M100,242.546
M65,M1,214.938
M65,M2,225.938
M65,M3,236.938
M65,M4,247.938
M65,M5,258.938
M65,M6,288.53
M65,M7,286.33
M65,M8,297.33
M65,M9,308.33
M65,M10,253.33
M65,M11,232.538
M65,M12,243.538
M65,M13,254.538
M65,M14,265.538
M65,M15,276.538
M65,M16,306.13
M65,M17,303.93
M65,M18,314.93
M65,M19,325.93
M65,M20,270.93
M65,M21,250.138
M65,M22,261.138
M65,M23,272.138
M65,M24,283.138
M65,M25,294.138
M65,M26,322.93
M65,M27,321.53
M65,M28,332.53
M65,M29,343.53
M65,M30,288.53
M65,M31,267.738
M65,M32,278.738
M65,M33,289.738
M65,M34,300.738
M65,M35,311.738
M65,M36,341.33
M65,M37,339.13
M65,M38,350.13
M65,M39,361.13
M65,M40,306.13
M65,M41,285.338
M65,M42,296.338
M65,M43,307.338
M65,M44,318.338
M65,M45,329.338
M65,M46,287.73
M65,M47,298.73
M65,M48,309.73
M65,M49,320.73
M65,M50,331.73
M65,M51,202.691
M65,M52,213.691
M65,M53,224.691
M65,M54,235.691
M65,M55,246.691
M65,M56,90.538
M65,M57,101.538
M65,M58,112.538
M65,M59,123.538
M65,M60,134.538
M65,M61,168.53
M65,M62,179.53
M65,M63,150.93
M65,M64,161.93
M65,M66,49.592
M65,M67,60.592
M65,M68,71.592
M65,M69,82.592
M65,M70,93.592
M65,M71,127.584
M65,M72,138.584
M65,M73,109.984
M65,M74,120.984
M65,M75,131.984
M65,M76,95.577
M65,M77,106.577
M65,M78,117.577
M65,M79,128.577
M65,M80,139.577
M65,M81,145.184
M65,M82,156.184
M65,M83,155.969
M65,M84,166.969
M65,M85,177.969
M65,M86,141.561
M65,M87,152.561
M65,M88,163.561
M65,M89,174.561
M65,M90,183.577
M65,M91,162.784
M65,M92,173.784
M65,M93,184.784
M65,M94,195.784
M65,M95,206.784
M65,M96,187.546
M65,M97,198.546
M65,M98,209.546
M65,M99,220.546
M65,M100,231.546
M66,M1,185.345
M66,M2,196.345
M66,M3,207.345
M66,M4,218.345
M66,M5,229.345
M66,M6,258.938
M66,M7,256.738
M66,M8,267.738
M66,M9,278.738
M66,M10,223.738
M66,M11,202.945
M66,M12,213.945
M66,M13,224.945
M66,M14,235.945
M66,M15,246.945
M66,M16,276.538
M66,M17,274.338
M66,M18,285.338
M66,M19,296.338
M66,M20,241.338
M66,M21,220.545
M66,M22,231.545
M66,M23,242.545
M66,M24,253.545
M66,M25,264.545
M66,M26,294.138
M66,M27,291.938
M66,M28,302.938
M66,M29,313.938
M66,M30,258.938
M66,M31,238.145
M66,M32,249.145
M66,M33,260.145
M66,M34,271.145
M66,M35,282.145
M66,M36,311.738
M66,M37,309.538
M66,M38,320.538
M66,M39,331.538
M66,M40,276.538
M66,M41,255.745
M66,M42,266.745
M66,M43,277.745
M66,M44,288.745
M66,M45,299.745
M66,M46,329.338
M66,M47,340.338
M66,M48,351.338
M66,M49,362.338
M66,M50,373.338
M66,M51,307.899
M66,M52,318.899
M66,M53,329.899
M66,M54,340.899
M66,M55,351.899
M66,M56,254.114
M66,M57,265.114
M66,M58,276.114
M66,M59,287.114
M66,M60,298.114
M66,M61,325.499
M66,M62,336.499
M66,M63,314.507
M66,M64,325.507
M66,M65,336.507
M66,M67,31.0
M66,M68,42.0
M66,M69,53.0
M66,M70,64.0
M66,M71,97.992
M66,M72,108.992
M66,M73,80.392
M66,M74,91.392
M66,M75,102.392
M66,M76,131.984
M66,M77,142.984
M66,M78,153.984
M66,M79,164.984
M66,M80,136.384
M66,M81,115.592
M66,M82,126.592
M66,M83,137.592
M66,M84,148.592
M66,M85,159.592
M66,M86,177.969
M66,M87,186.984
M66,M88,197.984
M66,M89,208.984
M66,M90,153.984
M66,M91,133.192
M66,M92,144.192
M66,M93,155.192
M66,M94,166.192
M66,M95,177.192
M66,M96,206.784
M66,M97,217.784
M66,M98,228.784
M66,M99,239.784
M66,M100,250.784
M67,M1,174.345
M67,M2,185.345
M67,M3,196.345
M67,M4,207.345
M67,M5,218.345
M67,M6,247.938
M67,M7,245.738
M67,M8,256.738
M67,M9,267.738
M67,M10,212.738
M67,M11,191.945
M67,M12,202.945
M67,M13,213.945
M67,M14,224.945
M67,M15,235.945
M67,M16,265.538
M67,M17,263.338
M67,M18,274.338
M67,M19,285.338
M67,M20,230.338
M67,M21,209.545
M67,M22,220.545
M67,M23,231.545
M67,M24,242.545
M67,M25,253.545
M67,M26,283.138
M67,M27,280.938
M67,M28,291.938
M67,M29,302.938
M67,M30,247.938
M67,M31,227.145
M67,M32,238.145
M67,M33,249.145
M67,M34,260.145
M67,M35,271.145
M67,M36,300.738
M67,M37,298.538
M67,M38,309.538
M67,M39,320.538
M67,M40,265.538
M67,M41,244.745
M67,M42,255.745
M67,M43,266.745
M67,M44,277.745
M67,M45,288.745
M67,M46,318.338
M67,M47,329.338
M67,M48,340.338
M67,M49,351.338
M67,M50,362.338
M67,M51,296.899
M67,M52,307.899
M67,M53,318.899
M67,M54,329.899
M67,M55,340.899
M67,M56,243.114
M67,M57,254.114
M67,M58,265.114
M67,M59,276.114
M67,M60,287.114
M67,M61,314.499
M67,M62,325.499
M67,M63,303.507
M67,M64,314.507
M67,M65,325.507
M67,M66,289.099
M67,M68,31.0
M67,M69,42.0
M67,M70,53.0
M67,M71,86.992
M67,M72,97.992
M67,M73,69.392
M67,M74,80.392
M67,M75,91.392
M67,M76,120.984
M67,M77,131.984
M67,M78,142.984
M67,M79,153.984
M67,M80,125.384
M67,M81,104.592
M67,M82,115.592
M67,M83,126.592
M67,M84,137.592
M67,M85,148.592
M67,M86,166.969
M67,M87,175.984
M67,M88,186.984
M67,M89,197.984
M67,M90,142.984
M67,M91,122.192
M67,M92,133.192
M67,M93,144.192
M67,M94,155.192
M67,M95,166.192
M67,M96,195.784
M67,M97,206.784
M67,M98,217.784
M67,M99,228.784
M67,M100,239.784
M68,M1,163.345
M68,M2,174.345
M68,M3,185.345
M68,M4,196.345
M68,M5,207.345
M68,M6,236.938
M68,M7,234.738
M68,M8,245.738
M68,M9,256.738
M68,M10,201.738
M68,M11,180.945
M68,M12,191.945
M68,M13,202.945
M68,M14,213.945
M68,M15,224.945
M68,M16,254.538
M68,M17,252.338
M68,M18,263.338
M68,M19,274.338
M68,M20,219.338
M68,M21,198.545
M68,M22,209.545
M68,M23,220.545
M68,M24,231.545
M68,M25,242.545
M68,M26,272.138
M68,M27,269.938
M68,M28,280.938
M68,M29,291.938
M68,M30,236.938
M68,M31,216.145
M68,M32,227.145
M68,M33,238.145
M68,M34,249.145
M68,M35,260.145
M68,M36,289.738
M68,M37,287.538
M68,M38,298.538
M68,M39,309.538
M68,M40,254.538
M68,M41,233.745
M68,M42,244.745
M68,M43,255.745
M68,M44,266.745
M68,M45,277.745
M68,M46,307.338
M68,M47,318.338
M68,M48,329.338
M68,M49,340.338
M68,M50,351.338
M68,M51,285.899
M68,M52,296.899
M68,M53,307.899
M68,M54,318.899
M68,M55,329.899
M68,M56,232.114
M68,M57,243.114
M68,M58,254.114
M68,M59,265.114
M68,M60,276.114
M68,M61,303.499
M68,M62,314.499
M68,M63,292.507
M68,M64,303.507
M68,M65,314.507
M68,M66,278.099
M68,M67,90.184
M68,M69,31.0
M68,M70,42.0
M68,M71,75.992
M68,M72,86.992
M68,M73,58.392
M68,M74,69.392
M68,M75,80.392
M68,M76,109.984
M68,M77,120.984
M68,M78,131.984
M68,M79,142.984
M68,M80,114.384
M68,M81,93.592
M68,M82,104.592
M68,M83,115.592
M68,M84,126.592
M68,M85,137.592
M68,M86,155.969
M68,M87,164.984
M68,M88,175.984
M68,M89,186.984
M68,M90,131.984
M68,M91,111.192
M68,M92,122.192
M68,M93,133.192
M68,M94,144.192
M68,M95,155.192
M68,M96,184.784
M68,M97,195.784
M68,M98,206.784
M68,M99,217.784
M68,M100,228.784
M69,M1,152.345
M69,M2,163.345
M69,M3,174.345
M69,M4,185.345
M69,M5,196.345
M69,M6,225.938
M69,M7,223.738
M69,M8,234.738
M69,M9,245.738
M69,M10,190.738
M69,M11,169.945
M69,M12,180.945
M69,M13,191.945
M69,M14,202.945
M69,M15,213.945
M69,M16,243.538
M69,M17,241.338
M69,M18,252.338
M69,M19,263.338
M69,M20,208.338
M69,M21,187.545
M69,M22,198.545
M69,M23,209.545
M69,M24,220.545
M69,M25,231.545
M69,M26,261.138
M69,M27,258.938
M69,M28,269.938
M69,M29,280.938
M69,M30,225.938
M69,M31,205.145
M69,M32,216.145
M69,M33,227.145
M69,M34,238.145
M69,M35,249.145
M69,M36,278.738
M69,M37,276.538
M69,M38,287.538
M69,M39,298.538
M69,M40,243.538
M69,M41,222.745
M69,M42,233.745
M69,M43,244.745
M69,M44,255.745
M69,M45,266.745
M69,M46,296.338
M69,M47,307.338
M69,M48,318.338
M69,M49,329.338
M69,M50,340.338
M69,M51,274.899
M69,M52,285.899
M69,M53,296.899
M69,M54,307.899
M69,M55,318.899
M69,M56,232.33
M69,M57,243.33
M69,M58,254.33
M69,M59,265.33
M69,M60,276.33
M69,M61,292.499
M69,M62,303.499
M69,M63,292.722
M69,M64,303.722
M69,M65,314.722
M69,M66,278.314
M69,M67,118.784
M69,M68,129.784
M69,M70,31.0
M69,M71,64.992
M69,M72,75.992
M69,M73,86.992
M69,M74,97.992
M69,M75,108.992
M69,M76,138.584
M69,M77,136.384
M69,M78,147.384
M69,M79,158.384
M69,M80,103.384
M69,M81,82.592
M69,M82,93.592
M69,M83,104.592
M69,M84,115.592
M69,M85,126.592
M69,M86,156.184
M69,M87,153.984
M69,M88,164.984
M69,M89,175.984
M69,M90,120.984
M69,M91,100.192
M69,M92,111.192
M69,M93,122.192
M69,M94,133.192
M69,M95,144.192
M69,M96,173.784
M69,M97,184.784
M69,M98,195.784
M69,M99,206.784
M69,M100,217.784
M70,M1,141.345
M70,M2,152.345
M70,M3,163.345
M70,M4,174.345
M70,M5,185.345
M70,M6,214.938
M70,M7,212.738
M70,M8,223.738
M70,M9,234.738
M70,M10,179.738
M70,M11,158.945
M70,M12,169.945
M70,M13,180.945
M70,M14,191.945
M70,M15,202.945
M70,M16,232.538
M70,M17,230.338
M70,M18,241.338
M70,M19,252.338
M70,M20,197.338
M70,M21,176.545
M70,M22,187.545
M70,M23,198.545
M70,M24,209.545
M70,M25,220.545
M70,M26,250.138
M70,M27,247.938
M70,M28,258.938
M70,M29,269.938
M70,M30,214.938
M70,M31,194.145
M70,M32,205.145
M70,M33,216.145
M70,M34,227.145
M70,M35,238.145
M70,M36,267.738
M70,M37,265.538
M70,M38,276.538
M70,M39,287.538
M70,M40,232.538
M70,M41,211.745
M70,M42,222.745
M70,M43,233.745
M70,M44,244.745
M70,M45,255.745
M70,M46,285.338
M70,M47,296.338
M70,M48,307.338
M70,M49,318.338
M70,M50,329.338
M70,M51,263.899
M70,M52,274.899
M70,M53,285.899
M70,M54,296.899
M70,M55,307.899
M70,M56,221.33
M70,M57,232.33
M70,M58,243.33
M70,M59,254.33
M70,M60,265.33
M70,M61,281.499
M70,M62,292.499
M70,M63,281.722
M70,M64,292.722
M70,M65,303.722
M70,M66,267.314
M70,M67,107.784
M70,M68,118.784
M70,M69,129.784
M70,M71,53.992
M70,M72,64.992
M70,M73,75.992
M70,M74,86.992
M70,M75,97.992
M70,M76,127.584
M70,M77,125.384
M70,M78,136.384
M70,M79,147.384
M70,M80,92.384
M70,M81,71.592
M70,M82,82.592
M70,M83,93.592
M70,M84,104.592
M70,M85,115.592
M70,M86,145.184
M70,M87,142.984
M70,M88,153.984
M70,M89,164.984
M70,M90,109.984
M70,M91,89.192
M70,M92,100.192
M70,M93,111.192
M70,M94,122.192
M70,M95,133.192
M70,M96,162.784
M70,M97,173.784
M70,M98,184.784
M70,M99,195.784
M70,M100,206.784
M71,M1,162.138
M71,M2,173.138
M71,M3,184.138
M71,M4,195.138
M71,M5,206.138
M71,M6,235.73
M71,M7,233.53
M71,M8,244.53
M71,M9,255.53
M71,M10,200.53
M71,M11,179.738
M71,M12,190.738
M71,M13,201.738
M71,M14,212.738
M71,M15,223.738
M71,M16,253.33
M71,M17,251.13
M71,M18,262.13
M71,M19,273.13
M71,M20,218.13
M71,M21,197.338
M71,M22,208.338
M71,M23,219.338
M71,M24,230.338
M71,M25,241.338
M71,M26,270.93
M71,M27,268.73
M71,M28,279.73
M71,M29,290.73
M71,M30,235.73
M71,M31,214.938
M71,M32,225.938
M71,M33,236.938
M71,M34,247.938
M71,M35,258.938
M71,M36,288.53
M71,M37,286.33
M71,M38,297.33
M71,M39,308.33
M71,M40,253.33
M71,M41,232.538
M71,M42,243.538
M71,M43,254.538
M71,M44,265.538
M71,M45,276.538
M71,M46,306.13
M71,M47,317.13
M71,M48,328.13
M71,M49,339.13
M71,M50,350.13
M71,M51,284.691
M71,M52,295.691
M71,M53,306.691
M71,M54,317.691
