task_id,lot_id,from_step_no,to_step_no,source_machine,source_group,source_bay,dest_machine,dest_group,dest_bay,planned_ready_sec,planned_due_sec,planned_avg_travel_sec,planned_slack_sec
T0016585,L00571,5,6,M95,METRO_D,Bay10,M5,ETCH_A,Bay1,39281.372,39487.51,110.0,96.13799999999901
T0016586,L00571,6,7,M5,ETCH_A,Bay1,M17,IMP_A,Bay2,39627.01,39733.587,110.0,-3.423000000002503
T0016587,L00571,7,8,M17,IMP_A,Bay2,M37,CMP_B,Bay4,39921.087,40097.070999999996,220.0,-44.01600000000326
T0016588,L00571,8,9,M37,CMP_B,Bay4,M54,PHOTO_C,Bay6,40359.570999999996,43209.0,220.0,2629.4290000000037
T0016589,L00571,9,10,M54,PHOTO_C,Bay6,M55,ETCH_C,Bay6,43458.0,43489.0,65.0,-34.0
T0016590,L00571,10,11,M55,ETCH_C,Bay6,M33,CVD_B,Bay4,43656.25,44193.721999999994,220.0,317.4719999999943
T0016591,L00571,11,12,M33,CVD_B,Bay4,M27,IMP_B,Bay3,44684.971999999994,44736.763999999996,110.0,-58.20799999999872
T0016592,L00571,12,13,M27,IMP_B,Bay3,M66,CMP_C,Bay7,45118.513999999996,45386.905999999995,440.0,-171.60800000000017
T0016593,L00571,13,14,M66,CMP_C,Bay7,M96,METRO_D,Bay10,45589.405999999995,45797.534,330.0,-121.87199999999575
T0016594,L00571,14,15,M96,METRO_D,Bay10,M22,PHOTO_A,Bay3,46042.034,49268.25,330.0,2896.2160000000003
T0016595,L00571,15,16,M22,PHOTO_A,Bay3,M21,PHOTO_A,Bay3,49659.0,52906.5,65.0,3182.5
T0016596,L00571,16,17,M21,PHOTO_A,Bay3,M47,ETCH_B,Bay5,53013.0,53207.577,220.0,-25.423000000002503
T0016597,L00571,17,18,M47,ETCH_B,Bay5,M11,CVD_A,Bay2,53311.077,53622.259999999995,330.0,-18.817000000002736
T0016598,L00571,18,19,M11,CVD_A,Bay2,M94,METRO_D,Bay10,53786.509999999995,54069.647999999994,220.0,63.13799999999901
T0016599,L00571,19,20,M94,METRO_D,Bay10,M32,CVD_B,Bay4,54251.147999999994,54474.88599999999,440.0,-216.26200000000244
T0016600,L00571,20,21,M32,CVD_B,Bay4,M20,IMP_A,Bay2,54639.88599999999,54888.60799999999,220.0,28.72200000000157
T0016601,L00571,21,22,M20,IMP_A,Bay2,M67,CMP_C,Bay7,55357.35799999999,55587.695999999996,550.0,-319.6619999999966
T0016602,L00571,22,23,M67,CMP_C,Bay7,M73,PHOTO_D,Bay8,55767.695999999996,59072.25,110.0,3194.5540000000037
T0016603,L00571,23,24,M73,PHOTO_D,Bay8,M1,ETCH_A,Bay1,59748.75,59954.888,330.0,-123.86200000000099
T0016604,L00571,24,25,M1,ETCH_A,Bay1,M28,METRO_A,Bay3,60125.888,60337.849,220.0,-8.038999999997031
T0016605,L00571,25,26,M28,METRO_A,Bay3,M35,CVD_B,Bay4,60549.349,60629.741,110.0,-29.608000000000175
T0016606,L00571,26,27,M35,CVD_B,Bay4,M17,IMP_A,Bay2,60904.241,61086.963,220.0,-37.27799999999843
T0016607,L00571,27,28,M17,IMP_A,Bay2,M66,CMP_C,Bay7,61228.713,61494.251000000004,550.0,-284.46199999999953
T0016608,L00571,28,29,M66,CMP_C,Bay7,M22,PHOTO_A,Bay3,61927.751000000004,65228.25,440.0,2860.498999999996
T0016609,L00571,29,30,M22,PHOTO_A,Bay3,M6,ETCH_A,Bay1,65421.75,65630.872,220.0,-10.877999999996973
T0016610,L00571,30,31,M6,ETCH_A,Bay1,M61,CVD_C,Bay7,66164.872,66441.757,440.0,-163.11500000000524
T0016611,L00571,31,32,M61,CVD_C,Bay7,M89,IMP_E,Bay9,66922.507,67125.88399999999,220.0,-16.62300000000687
T0016612,L00571,32,33,M89,IMP_E,Bay9,M30,METRO_A,Bay3,67299.88399999999,67490.62199999999,440.0,-249.26200000000244
T0016613,L00571,33,34,M30,METRO_A,Bay3,M27,IMP_B,Bay3,67682.62199999999,67790.40599999999,65.0,42.78399999999965
T0016614,L00571,34,35,M27,IMP_B,Bay3,M43,PHOTO_B,Bay5,67926.90599999999,70863.75,220.0,2716.844000000012
T0016615,L00571,35,36,M43,PHOTO_B,Bay5,M50,ETCH_B,Bay5,71078.25,71193.842,65.0,50.59200000000419
T0016616,L00571,36,37,M50,ETCH_B,Bay5,M97,METRO_D,Bay10,71383.592,71627.13,550.0,-306.46199999999953
T0016617,L00571,37,38,M97,METRO_D,Bay10,M3,ETCH_A,Bay1,71791.38,71934.925,110.0,33.544999999998254
T0016618,L00571,38,39,M3,ETCH_A,Bay1,M26,IMP_B,Bay3,72047.425,72264.249,220.0,-3.176000000006752
T0016619,L00571,39,40,M26,IMP_B,Bay3,M30,METRO_A,Bay3,72472.749,72692.54500000001,65.0,154.79600000001665
T0016620,L00572,1,2,M68,CMP_C,Bay7,M11,CVD_A,Bay2,33870.888000000006,34125.345,550.0,-295.5430000000051
T0016621,L00572,2,3,M11,CVD_A,Bay2,M21,PHOTO_A,Bay3,34736.595,37863.75,110.0,3017.154999999999
T0016622,L00572,3,4,M21,PHOTO_A,Bay3,M47,ETCH_B,Bay5,38126.25,38320.827,220.0,-25.423000000002503
T0016623,L00572,4,5,M47,ETCH_B,Bay5,M94,METRO_D,Bay10,38964.327,39189.272,550.0,-325.0550000000003
T0016624,L00572,5,6,M94,METRO_D,Bay10,M1,ETCH_A,Bay1,39427.772,39587.71,110.0,49.93800000000192
T0016625,L00572,6,7,M1,ETCH_A,Bay1,M19,IMP_A,Bay2,39727.21,39899.787,110.0,62.5769999999975
T0016626,L00572,7,8,M19,IMP_A,Bay2,M38,CMP_B,Bay4,40087.287,40252.27099999999,220.0,-55.01600000000326
T0016627,L00572,8,9,M38,CMP_B,Bay4,M23,PHOTO_A,Bay3,40514.77099999999,43403.25,110.0,2778.4790000000066
T0016628,L00572,9,10,M23,PHOTO_A,Bay3,M47,ETCH_B,Bay5,43652.25,43835.611,220.0,-36.63900000000285
T0016629,L00572,10,11,M47,ETCH_B,Bay5,M62,CVD_C,Bay7,44002.861,44316.471999999994,220.0,93.61099999999715
T0016630,L00572,11,12,M62,CVD_C,Bay7,M89,IMP_E,Bay9,44807.721999999994,45015.282999999996,220.0,-12.438999999998487
T0016631,L00572,12,13,M89,IMP_E,Bay9,M9,CMP_A,Bay1,45397.032999999996,45607.570999999996,220.0,-9.461999999999534
T0016632,L00572,13,14,M9,CMP_A,Bay1,M39,METRO_B,Bay4,45810.070999999996,46044.71,330.0,-95.36099999999715
T0016633,L00572,14,15,M39,METRO_B,Bay4,M42,PHOTO_B,Bay5,46289.21,49581.75,110.0,3182.540000000001
T0016634,L00572,15,16,M42,PHOTO_B,Bay5,M41,PHOTO_B,Bay5,49972.5,53202.0,65.0,3164.5
T0016635,L00572,16,17,M41,PHOTO_B,Bay5,M60,ETCH_C,Bay6,53308.5,53473.83,110.0,55.330000000001746
T0016636,L00572,17,18,M60,ETCH_C,Bay6,M62,CVD_C,Bay7,53577.33,53642.322,110.0,-45.00800000000163
T0016637,L00572,18,19,M62,CVD_C,Bay7,M98,METRO_D,Bay10,53806.572,54164.106,330.0,27.53399999999965
T0016638,L00572,19,20,M98,METRO_D,Bay10,M16,CVD_A,Bay2,54345.606,54547.344,220.0,-18.262000000002445
T0016639,L00572,20,21,M16,CVD_A,Bay2,M19,IMP_A,Bay2,54712.344,54765.344,65.0,-12.0
T0016640,L00572,21,22,M19,IMP_A,Bay2,M37,CMP_B,Bay4,55234.094,55388.077999999994,220.0,-66.01600000000326
T0016641,L00572,22,23,M37,CMP_B,Bay4,M72,PHOTO_D,Bay8,55568.077999999994,58867.5,440.0,2859.422000000006
T0016642,L00572,23,24,M72,PHOTO_D,Bay8,M57,ETCH_C,Bay6,59544.0,59759.722,220.0,-4.277999999998428
T0016643,L00572,24,25,M57,ETCH_C,Bay6,M78,METRO_C,Bay8,59930.722,60117.706,220.0,-33.01600000000326
T0016644,L00572,25,26,M78,METRO_C,Bay8,M82,CVD_D,Bay9,60329.206,60423.722,110.0,-15.48399999999674
T0016645,L00572,26,27,M82,CVD_D,Bay9,M88,IMP_E,Bay9,60698.222,60818.599,65.0,55.37700000000041
T0016646,L00572,27,28,M88,IMP_E,Bay9,M10,CMP_A,Bay1,60960.349,61126.887,220.0,-53.461999999999534
T0016647,L00572,28,29,M10,CMP_A,Bay1,M54,PHOTO_C,Bay6,61560.387,64941.0,550.0,2830.6129999999976
T0016648,L00572,29,30,M54,PHOTO_C,Bay6,M59,ETCH_C,Bay6,65134.5,65228.092,65.0,28.591999999996915
T0016649,L00572,30,31,M59,ETCH_C,Bay6,M64,CVD_C,Bay7,65762.092,65954.23700000001,110.0,82.14500000000407
T0016650,L00572,31,32,M64,CVD_C,Bay7,M69,IMP_C,Bay7,66434.98700000001,66528.57900000001,65.0,28.59200000000419
T0016651,L00572,32,33,M69,IMP_C,Bay7,M97,METRO_D,Bay10,66702.57900000001,66935.862,330.0,-96.71700000001874
T0016652,L00572,33,34,M97,METRO_D,Bay10,M100,IMP_F,Bay10,67127.862,67180.862,65.0,-12.0
T0016653,L00572,34,35,M100,IMP_F,Bay10,M51,PHOTO_C,Bay6,67317.362,70315.5,440.0,2558.1380000000063
T0016654,L00572,35,36,M51,PHOTO_C,Bay6,M58,ETCH_C,Bay6,70530.0,70645.592,65.0,50.59200000000419
T0016655,L00572,36,37,M58,ETCH_C,Bay6,M78,METRO_C,Bay8,70835.342,71027.73000000001,220.0,-27.611999999993714
T0016656,L00572,37,38,M78,METRO_C,Bay8,M1,ETCH_A,Bay1,71191.98000000001,71337.725,330.0,-184.25500000000466
T0016657,L00572,38,39,M1,ETCH_A,Bay1,M20,IMP_A,Bay2,71450.225,71661.77100000001,110.0,101.5460000000021
T0016658,L00572,39,40,M20,IMP_A,Bay2,M30,METRO_A,Bay3,71870.27100000001,72073.04500000001,110.0,92.77400000000489
T0016659,L00573,1,2,M66,CMP_C,Bay7,M81,CVD_D,Bay9,34047.748,34308.75,220.0,41.00200000000041
T0016660,L00573,2,3,M81,CVD_D,Bay9,M54,PHOTO_C,Bay6,34920.0,38023.5,330.0,2773.5
T0016661,L00573,3,4,M54,PHOTO_C,Bay6,M59,ETCH_C,Bay6,38286.0,38568.03,65.0,217.02999999999884
T0016662,L00573,4,5,M59,ETCH_C,Bay6,M94,METRO_D,Bay10,39211.53,39427.772,440.0,-223.75800000000163
T0016663,L00573,5,6,M94,METRO_D,Bay10,M3,ETCH_A,Bay1,39666.272,39848.21,110.0,71.93800000000192
T0016664,L00573,6,7,M3,ETCH_A,Bay1,M20,IMP_A,Bay2,39987.71,40149.287,110.0,51.5769999999975
T0016665,L00573,7,8,M20,IMP_A,Bay2,M38,CMP_B,Bay4,40336.787,40514.77099999999,220.0,-42.01600000000326
T0016666,L00573,8,9,M38,CMP_B,Bay4,M21,PHOTO_A,Bay3,40777.27099999999,43709.25,110.0,2821.9790000000066
T0016667,L00573,9,10,M21,PHOTO_A,Bay3,M93,ETCH_D,Bay10,43958.25,44212.788,330.0,-75.46199999999953
T0016668,L00573,10,11,M93,ETCH_D,Bay10,M63,CVD_C,Bay7,44380.038,44725.257,330.0,15.218999999997322
T0016669,L00573,11,12,M63,CVD_C,Bay7,M69,IMP_C,Bay7,45216.507,45321.098999999995,65.0,39.591999999996915
T0016670,L00573,12,13,M69,IMP_C,Bay7,M68,CMP_C,Bay7,45702.848999999995,45832.632999999994,65.0,64.78399999999965
T0016671,L00573,13,14,M68,CMP_C,Bay7,M94,METRO_D,Bay10,46035.132999999994,46200.348,330.0,-164.78499999999622
T0016672,L00573,14,15,M94,METRO_D,Bay10,M52,PHOTO_C,Bay6,46444.848,49665.0,440.0,2780.152000000002
T0016673,L00573,15,16,M52,PHOTO_C,Bay6,M24,PHOTO_A,Bay3,50055.75,53351.25,330.0,2965.5
T0016674,L00573,16,17,M24,PHOTO_A,Bay3,M47,ETCH_B,Bay5,53457.75,53630.111,220.0,-47.63900000000285
T0016675,L00573,17,18,M47,ETCH_B,Bay5,M65,CVD_C,Bay7,53733.611,53916.755999999994,220.0,-36.8550000000032
T0016676,L00573,18,19,M65,CVD_C,Bay7,M77,METRO_C,Bay8,54081.005999999994,54328.699,110.0,137.69300000000658
T0016677,L00573,19,20,M77,METRO_C,Bay8,M61,CVD_C,Bay7,54510.199,54785.321,110.0,165.12200000000303
T0016678,L00573,20,21,M61,CVD_C,Bay7,M87,IMP_E,Bay9,54950.321,55131.698000000004,220.0,-38.62299999999959
T0016679,L00573,21,22,M87,IMP_E,Bay9,M9,CMP_A,Bay1,55600.448000000004,55832.986000000004,220.0,12.538000000000466
T0016680,L00573,22,23,M9,CMP_A,Bay1,M43,PHOTO_B,Bay5,56012.986000000004,59364.0,440.0,2911.0139999999956
T0016681,L00573,23,24,M43,PHOTO_B,Bay5,M47,ETCH_B,Bay5,60040.5,60123.092,65.0,17.591999999996915
T0016682,L00573,24,25,M47,ETCH_B,Bay5,M77,METRO_C,Bay8,60294.092,60522.229999999996,330.0,-101.86200000000099
T0016683,L00573,25,26,M77,METRO_C,Bay8,M15,CVD_A,Bay2,60733.729999999996,60952.075,440.0,-221.65499999999884
T0016684,L00573,26,27,M15,CVD_A,Bay2,M18,IMP_A,Bay2,61226.575,61298.166999999994,65.0,6.591999999996915
T0016685,L00573,27,28,M18,IMP_A,Bay2,M37,CMP_B,Bay4,61439.916999999994,61604.90099999999,220.0,-55.01600000000326
T0016686,L00573,28,29,M37,CMP_B,Bay4,M72,PHOTO_D,Bay8,62038.40099999999,65314.5,440.0,2836.0990000000093
T0016687,L00573,29,30,M72,PHOTO_D,Bay8,M58,ETCH_C,Bay6,65508.0,65734.722,220.0,6.721999999994296
T0016688,L00573,30,31,M58,ETCH_C,Bay6,M64,CVD_C,Bay7,66268.722,66434.98700000001,110.0,56.26500000001397
T0016689,L00573,31,32,M64,CVD_C,Bay7,M69,IMP_C,Bay7,66915.73700000001,67009.32900000001,65.0,28.59200000000419
T0016690,L00573,32,33,M69,IMP_C,Bay7,M78,METRO_C,Bay8,67183.32900000001,67420.99900000001,110.0,127.66999999999825
T0016691,L00573,33,34,M78,METRO_C,Bay8,M89,IMP_E,Bay9,67612.99900000001,67755.98300000001,110.0,32.98399999999674
T0016692,L00573,34,35,M89,IMP_E,Bay9,M24,PHOTO_A,Bay3,67892.48300000001,70854.0,440.0,2521.5169999999925
T0016693,L00573,35,36,M24,PHOTO_A,Bay3,M49,ETCH_B,Bay5,71068.5,71262.861,220.0,-25.638999999995576
T0016694,L00573,36,37,M49,ETCH_B,Bay5,M94,METRO_D,Bay10,71452.611,71703.124,550.0,-299.48700000000827
T0016695,L00573,37,38,M94,METRO_D,Bay10,M93,ETCH_D,Bay10,71867.374,71957.55799999999,65.0,25.18399999999383
T0016696,L00573,38,39,M93,ETCH_D,Bay10,M100,IMP_F,Bay10,72070.05799999999,72185.65,65.0,50.59200000000419
T0016697,L00573,39,40,M100,IMP_F,Bay10,M40,METRO_B,Bay4,72394.15,72573.88799999999,440.0,-260.26200000000244
T0016698,L00574,1,2,M67,CMP_C,Bay7,M14,CVD_A,Bay2,34132.600000000006,34401.272,550.0,-281.3280000000086
T0016699,L00574,2,3,M14,CVD_A,Bay2,M23,PHOTO_A,Bay3,35012.522,38016.75,110.0,2894.228000000003
T0016700,L00574,3,4,M23,PHOTO_A,Bay3,M60,ETCH_C,Bay6,38279.25,38523.78,330.0,-85.47000000000116
T0016701,L00574,4,5,M60,ETCH_C,Bay6,M97,METRO_D,Bay10,39167.28,39358.664,440.0,-248.6160000000018
T0016702,L00574,5,6,M97,METRO_D,Bay10,M5,ETCH_A,Bay1,39597.164,39762.708999999995,110.0,55.544999999998254
T0016703,L00574,6,7,M5,ETCH_A,Bay1,M18,IMP_A,Bay2,39902.208999999995,40019.78599999999,110.0,7.576999999997497
T0016704,L00574,7,8,M18,IMP_A,Bay2,M66,CMP_C,Bay7,40207.28599999999,40500.054,550.0,-257.23199999999633
T0016705,L00574,8,9,M66,CMP_C,Bay7,M52,PHOTO_C,Bay6,40762.554,43628.25,110.0,2755.6960000000036
T0016706,L00574,9,10,M52,PHOTO_C,Bay6,M56,ETCH_C,Bay6,43877.25,43959.842,65.0,17.591999999996915
T0016707,L00574,10,11,M56,ETCH_C,Bay6,M64,CVD_C,Bay7,44127.092,44442.721999999994,110.0,205.62999999999738
T0016708,L00574,11,12,M64,CVD_C,Bay7,M86,IMP_E,Bay9,44933.971999999994,45086.532999999996,220.0,-67.43899999999849
T0016709,L00574,12,13,M86,IMP_E,Bay9,M8,CMP_A,Bay1,45468.282999999996,45700.820999999996,220.0,12.538000000000466
T0016710,L00574,13,14,M8,CMP_A,Bay1,M30,METRO_A,Bay3,45903.320999999996,46073.55499999999,220.0,-49.76600000000326
T0016711,L00574,14,15,M30,METRO_A,Bay3,M43,PHOTO_B,Bay5,46318.05499999999,49564.5,220.0,3026.445000000007
T0016712,L00574,15,16,M43,PHOTO_B,Bay5,M23,PHOTO_A,Bay3,49955.25,53177.25,220.0,3002.0
T0016713,L00574,16,17,M23,PHOTO_A,Bay3,M48,ETCH_B,Bay5,53283.75,53509.968,220.0,6.218000000000757
T0016714,L00574,17,18,M48,ETCH_B,Bay5,M82,CVD_D,Bay9,53613.468,53830.687,440.0,-222.78100000000268
T0016715,L00574,18,19,M82,CVD_D,Bay9,M97,METRO_D,Bay10,53994.937,54214.13,110.0,109.1929999999993
T0016716,L00574,19,20,M97,METRO_D,Bay10,M13,CVD_A,Bay2,54395.63,54588.136999999995,220.0,-27.493000000002212
T0016717,L00574,20,21,M13,CVD_A,Bay2,M17,IMP_A,Bay2,54753.136999999995,54981.111000000004,65.0,162.97400000000926
T0016718,L00574,21,22,M17,IMP_A,Bay2,M37,CMP_B,Bay4,55449.861000000004,55625.845,220.0,-44.01600000000326
T0016719,L00574,22,23,M37,CMP_B,Bay4,M74,PHOTO_D,Bay8,55805.845,59088.75,440.0,2842.904999999999
T0016720,L00574,23,24,M74,PHOTO_D,Bay8,M93,ETCH_D,Bay10,59765.25,59930.234,220.0,-55.01600000000326
T0016721,L00574,24,25,M93,ETCH_D,Bay10,M94,METRO_D,Bay10,60101.234,60328.288,65.0,162.05400000000373
T0016722,L00574,25,26,M94,METRO_D,Bay10,M34,CVD_B,Bay4,60539.788,60785.526,440.0,-194.26200000000244
T0016723,L00574,26,27,M34,CVD_B,Bay4,M25,IMP_B,Bay3,61060.026,61263.54,110.0,93.51400000000285
T0016724,L00574,27,28,M25,IMP_B,Bay3,M8,CMP_A,Bay1,61405.29,61603.412000000004,220.0,-21.877999999996973
T0016725,L00574,28,29,M8,CMP_A,Bay1,M71,PHOTO_D,Bay8,62036.912000000004,65314.5,330.0,2947.587999999996
T0016726,L00574,29,30,M71,PHOTO_D,Bay8,M1,ETCH_A,Bay1,65508.0,65670.138,330.0,-167.8619999999937
T0016727,L00574,30,31,M1,ETCH_A,Bay1,M16,CVD_A,Bay2,66204.138,66549.817,110.0,235.67899999998917
T0016728,L00574,31,32,M16,CVD_A,Bay2,M27,IMP_B,Bay3,67030.567,67246.62,110.0,106.05299999999988
T0016729,L00574,32,33,M27,IMP_B,Bay3,M39,METRO_B,Bay4,67420.62,67646.384,110.0,115.76400000001013
T0016730,L00574,33,34,M39,METRO_B,Bay4,M80,IMP_D,Bay8,67838.384,68029.122,440.0,-249.26200000000244
T0016731,L00574,34,35,M80,IMP_D,Bay8,M53,PHOTO_C,Bay6,68165.622,71121.75,220.0,2736.127999999997
T0016732,L00574,35,36,M53,PHOTO_C,Bay6,M58,ETCH_C,Bay6,71336.25,71429.842,65.0,28.59200000000419
T0016733,L00574,36,37,M58,ETCH_C,Bay6,M78,METRO_C,Bay8,71619.592,71795.576,220.0,-44.01600000000326
T0016734,L00574,37,38,M78,METRO_C,Bay8,M91,ETCH_D,Bay10,71959.826,72053.418,220.0,-126.40799999999581
T0016735,L00574,38,39,M91,ETCH_D,Bay10,M88,IMP_E,Bay9,72165.918,72327.299,110.0,51.380999999993946
T0016736,L00574,39,40,M88,IMP_E,Bay9,M29,METRO_A,Bay3,72535.799,72792.537,440.0,-183.26200000000244
T0016737,L00575,1,2,M68,CMP_C,Bay7,M35,CVD_B,Bay4,34187.73199999999,34515.944,330.0,-1.7879999999859137
T0016738,L00575,2,3,M35,CVD_B,Bay4,M41,PHOTO_B,Bay5,35127.194,38280.75,110.0,3043.555999999997
T0016739,L00575,3,4,M41,PHOTO_B,Bay5,M48,ETCH_B,Bay5,38543.25,38658.842,65.0,50.591999999996915
T0016740,L00575,4,5,M48,ETCH_B,Bay5,M78,METRO_C,Bay8,39302.342,39565.282999999996,330.0,-67.0590000000011
T0016741,L00575,5,6,M78,METRO_C,Bay8,M1,ETCH_A,Bay1,39803.782999999996,39949.528,330.0,-184.25499999999738
T0016742,L00575,6,7,M1,ETCH_A,Bay1,M19,IMP_A,Bay2,40089.028,40295.787,110.0,96.7589999999982
T0016743,L00575,7,8,M19,IMP_A,Bay2,M66,CMP_C,Bay7,40483.287,40762.554,550.0,-270.7330000000002
T0016744,L00575,8,9,M66,CMP_C,Bay7,M71,PHOTO_D,Bay8,41025.054,43969.5,110.0,2834.4460000000036
T0016745,L00575,9,10,M71,PHOTO_D,Bay8,M93,ETCH_D,Bay10,44218.5,44380.038,220.0,-58.461999999999534
T0016746,L00575,10,11,M93,ETCH_D,Bay10,M32,CVD_B,Bay4,44547.288,44870.337,440.0,-116.95100000000093
T0016747,L00575,11,12,M32,CVD_B,Bay4,M80,IMP_D,Bay8,45361.587,45634.717,440.0,-166.87000000000262
T0016748,L00575,12,13,M80,IMP_D,Bay8,M85,CMP_D,Bay9,46016.467,46177.725999999995,110.0,51.258999999998196
T0016749,L00575,13,14,M85,CMP_D,Bay9,M98,METRO_D,Bay10,46380.225999999995,46497.80299999999,110.0,7.576999999997497
T0016750,L00575,14,15,M98,METRO_D,Bay10,M44,PHOTO_B,Bay5,46742.30299999999,49988.25,550.0,2695.9470000000074
T0016751,L00575,15,16,M44,PHOTO_B,Bay5,M24,PHOTO_A,Bay3,50379.0,53564.25,220.0,2965.25
T0016752,L00575,16,17,M24,PHOTO_A,Bay3,M50,ETCH_B,Bay5,53670.75,53876.111,220.0,-14.639000000002852
T0016753,L00575,17,18,M50,ETCH_B,Bay5,M82,CVD_D,Bay9,53979.611,54189.706,440.0,-229.90499999999884
T0016754,L00575,18,19,M82,CVD_D,Bay9,M77,METRO_C,Bay8,54353.956,54510.199,110.0,46.24300000000221
T0016755,L00575,19,20,M77,METRO_C,Bay8,M64,CVD_C,Bay7,54691.699,54963.721999999994,110.0,162.02299999999377
T0016756,L00575,20,21,M64,CVD_C,Bay7,M80,IMP_D,Bay8,55128.721999999994,55329.26599999999,110.0,90.54399999999441
T0016757,L00575,21,22,M80,IMP_D,Bay8,M85,CMP_D,Bay9,55798.01599999999,55896.00799999999,110.0,-12.00800000000163
T0016758,L00575,22,23,M85,CMP_D,Bay9,M41,PHOTO_B,Bay5,56076.00799999999,59475.0,440.0,2958.992000000013
T0016759,L00575,23,24,M41,PHOTO_B,Bay5,M46,ETCH_B,Bay5,60151.5,60245.092,65.0,28.591999999996915
T0016760,L00575,24,25,M46,ETCH_B,Bay5,M76,METRO_C,Bay8,60416.092,60657.43,330.0,-88.66199999999662
T0016761,L00575,25,26,M76,METRO_C,Bay8,M33,CVD_B,Bay4,60868.93,61111.475,440.0,-197.45500000000175
T0016762,L00575,26,27,M33,CVD_B,Bay4,M70,IMP_C,Bay7,61385.975,61630.505,330.0,-85.47000000000116
T0016763,L00575,27,28,M70,IMP_C,Bay7,M85,CMP_D,Bay9,61772.255,61887.846999999994,220.0,-104.40800000000309
T0016764,L00575,28,29,M85,CMP_D,Bay9,M54,PHOTO_C,Bay6,62321.346999999994,65610.0,330.0,2958.6530000000057
T0016765,L00575,29,30,M54,PHOTO_C,Bay6,M57,ETCH_C,Bay6,65803.5,66067.03,65.0,198.52999999999884
T0016766,L00575,30,31,M57,ETCH_C,Bay6,M13,CVD_A,Bay2,66601.03,66972.626,440.0,-68.403999999995
T0016767,L00575,31,32,M13,CVD_A,Bay2,M27,IMP_B,Bay3,67453.376,67594.62,110.0,31.2439999999915
T0016768,L00575,32,33,M27,IMP_B,Bay3,M40,METRO_B,Bay4,67768.62,67975.565,110.0,96.94500000000698
T0016769,L00575,33,34,M40,METRO_B,Bay4,M86,IMP_E,Bay9,68167.565,68400.103,550.0,-317.46199999999953
T0016770,L00575,34,35,M86,IMP_E,Bay9,M42,PHOTO_B,Bay5,68536.603,71508.75,440.0,2532.146999999997
T0016771,L00575,35,36,M42,PHOTO_B,Bay5,M50,ETCH_B,Bay5,71723.25,71849.842,65.0,61.59200000000419
T0016772,L00575,36,37,M50,ETCH_B,Bay5,M95,METRO_D,Bay10,72039.592,72255.363,550.0,-334.22900000000664
T0016773,L00575,37,38,M95,METRO_D,Bay10,M2,ETCH_A,Bay1,72419.613,72592.751,110.0,63.138000000006286
T0016774,L00575,38,39,M2,ETCH_A,Bay1,M19,IMP_A,Bay2,72705.251,72866.82800000001,110.0,51.57700000000477
T0016775,L00575,39,40,M19,IMP_A,Bay2,M30,METRO_A,Bay3,73075.32800000001,73246.79500000001,110.0,61.46700000000419
T0016776,L00576,1,2,M7,CMP_A,Bay1,M12,CVD_A,Bay2,34432.60899999999,34555.558999999994,110.0,12.950000000004366
T0016777,L00576,2,3,M12,CVD_A,Bay2,M51,PHOTO_C,Bay6,35166.808999999994,38286.0,440.0,2679.191000000006
T0016778,L00576,3,4,M51,PHOTO_C,Bay6,M58,ETCH_C,Bay6,38548.5,38710.722,65.0,97.22200000000157
T0016779,L00576,4,5,M58,ETCH_C,Bay6,M97,METRO_D,Bay10,39354.222,39597.164,440.0,-197.05800000000454
T0016780,L00576,5,6,M97,METRO_D,Bay10,M3,ETCH_A,Bay1,39835.664,39987.71,110.0,42.046000000002095
T0016781,L00576,6,7,M3,ETCH_A,Bay1,M26,IMP_B,Bay3,40127.21,40295.171,220.0,-52.03899999999703
T0016782,L00576,7,8,M26,IMP_B,Bay3,M37,CMP_B,Bay4,40482.671,40571.115,110.0,-21.556000000004133
T0016783,L00576,8,9,M37,CMP_B,Bay4,M44,PHOTO_B,Bay5,40833.615,43694.25,110.0,2750.635000000002
T0016784,L00576,9,10,M44,PHOTO_B,Bay5,M49,ETCH_B,Bay5,43943.25,44036.842,65.0,28.591999999996915
T0016785,L00576,10,11,M49,ETCH_B,Bay5,M81,CVD_D,Bay9,44204.092,44701.5,440.0,57.408000000003085
T0016786,L00576,11,12,M81,CVD_D,Bay9,M80,IMP_D,Bay8,45192.75,45233.542,110.0,-69.20799999999872
T0016787,L00576,12,13,M80,IMP_D,Bay8,M83,CMP_D,Bay9,45615.292,45691.284,110.0,-34.00800000000163
T0016788,L00576,13,14,M83,CMP_D,Bay9,M97,METRO_D,Bay10,45893.784,46124.164,110.0,120.37999999999738
T0016789,L00576,14,15,M97,METRO_D,Bay10,M44,PHOTO_B,Bay5,46368.664,49597.5,550.0,2678.836000000003
T0016790,L00576,15,16,M44,PHOTO_B,Bay5,M43,PHOTO_B,Bay5,49988.25,53295.0,65.0,3241.75
T0016791,L00576,16,17,M43,PHOTO_B,Bay5,M46,ETCH_B,Bay5,53401.5,53473.092,65.0,6.591999999996915
T0016792,L00576,17,18,M46,ETCH_B,Bay5,M63,CVD_C,Bay7,53576.592,53793.378,220.0,-3.213999999999942
T0016793,L00576,18,19,M63,CVD_C,Bay7,M77,METRO_C,Bay8,53957.628,54147.199,110.0,79.57100000000355
T0016794,L00576,19,20,M77,METRO_C,Bay8,M81,CVD_D,Bay9,54328.699,54614.619,110.0,175.91999999999825
