task_id,lot_id,from_step_no,to_step_no,source_machine,source_group,source_bay,dest_machine,dest_group,dest_bay,planned_ready_sec,planned_due_sec,planned_avg_travel_sec,planned_slack_sec
T0009653,L00393,15,16,M42,PHOTO_B,Bay5,M73,PHOTO_D,Bay8,25473.75,28542.75,330.0,2739.0
T0009654,L00393,16,17,M73,PHOTO_D,Bay8,M91,ETCH_D,Bay10,28649.25,28817.838,220.0,-51.41200000000026
T0009655,L00393,17,18,M91,ETCH_D,Bay10,M12,CVD_A,Bay2,28921.338,29186.308999999997,220.0,44.97099999999773
T0009656,L00393,18,19,M12,CVD_A,Bay2,M40,METRO_B,Bay4,29350.558999999997,29692.371,220.0,121.81200000000172
T0009657,L00393,19,20,M40,METRO_B,Bay4,M62,CVD_C,Bay7,29873.871,30108.853,330.0,-95.01800000000003
T0009658,L00393,20,21,M62,CVD_C,Bay7,M88,IMP_E,Bay9,30273.853,30470.414,220.0,-23.438999999998487
T0009659,L00393,21,22,M88,IMP_E,Bay9,M8,CMP_A,Bay1,30939.164,31183.214,220.0,24.049999999999272
T0009660,L00393,22,23,M8,CMP_A,Bay1,M41,PHOTO_B,Bay5,31363.214,34612.5,440.0,2809.286
T0009661,L00393,23,24,M41,PHOTO_B,Bay5,M46,ETCH_B,Bay5,35289.0,35462.842,65.0,108.84199999999691
T0009662,L00393,24,25,M46,ETCH_B,Bay5,M77,METRO_C,Bay8,35633.842,35872.979999999996,330.0,-90.86200000000099
T0009663,L00393,25,26,M77,METRO_C,Bay8,M63,CVD_C,Bay7,36084.479999999996,36355.988,110.0,161.50800000000163
T0009664,L00393,26,27,M63,CVD_C,Bay7,M69,IMP_C,Bay7,36630.488,36735.079999999994,65.0,39.591999999996915
T0009665,L00393,27,28,M69,IMP_C,Bay7,M67,CMP_C,Bay7,36876.829999999994,36995.613999999994,65.0,53.78399999999965
T0009666,L00393,28,29,M67,CMP_C,Bay7,M71,PHOTO_D,Bay8,37429.113999999994,40398.0,110.0,2858.886000000006
T0009667,L00393,29,30,M71,PHOTO_D,Bay8,M5,ETCH_A,Bay1,40591.5,40797.638,330.0,-123.86200000000099
T0009668,L00393,30,31,M5,ETCH_A,Bay1,M16,CVD_A,Bay2,41331.638,41742.476,110.0,300.8380000000034
T0009669,L00393,31,32,M16,CVD_A,Bay2,M87,IMP_E,Bay9,42223.226,42532.764,330.0,-20.461999999999534
T0009670,L00393,32,33,M87,IMP_E,Bay9,M29,METRO_A,Bay3,42706.764,42974.502,440.0,-172.26200000000244
T0009671,L00393,33,34,M29,METRO_A,Bay3,M26,IMP_B,Bay3,43166.502,43346.032,65.0,114.52999999999884
T0009672,L00393,34,35,M26,IMP_B,Bay3,M71,PHOTO_D,Bay8,43482.532,46546.5,550.0,2513.9680000000008
T0009673,L00393,35,36,M71,PHOTO_D,Bay8,M91,ETCH_D,Bay10,46761.0,46870.984,220.0,-110.01600000000326
T0009674,L00393,36,37,M91,ETCH_D,Bay10,M94,METRO_D,Bay10,47060.734,47113.734,65.0,-12.0
T0009675,L00393,37,38,M94,METRO_D,Bay10,M1,ETCH_A,Bay1,47277.984,47437.922,110.0,49.93800000000192
T0009676,L00393,38,39,M1,ETCH_A,Bay1,M18,IMP_A,Bay2,47550.422,47711.998999999996,110.0,51.5769999999975
T0009677,L00393,39,40,M18,IMP_A,Bay2,M30,METRO_A,Bay3,47920.498999999996,48034.882999999994,110.0,4.383999999998196
T0009678,L00394,1,2,M66,CMP_C,Bay7,M34,CVD_B,Bay4,10164.768,11054.25,330.0,559.482
T0009679,L00394,2,3,M34,CVD_B,Bay4,M43,PHOTO_B,Bay5,11665.5,13911.0,110.0,2135.5
T0009680,L00394,3,4,M43,PHOTO_B,Bay5,M59,ETCH_C,Bay6,14173.5,14437.83,110.0,154.32999999999993
T0009681,L00394,4,5,M59,ETCH_C,Bay6,M95,METRO_D,Bay10,15081.33,15252.037,440.0,-269.29299999999967
T0009682,L00394,5,6,M95,METRO_D,Bay10,M1,ETCH_A,Bay1,15490.537,15652.675000000001,110.0,52.13800000000083
T0009683,L00394,6,7,M1,ETCH_A,Bay1,M26,IMP_B,Bay3,15792.175000000001,15982.136,220.0,-30.03900000000067
T0009684,L00394,7,8,M26,IMP_B,Bay3,M9,CMP_A,Bay1,16169.636,16349.166000000001,220.0,-40.469999999999345
T0009685,L00394,8,9,M9,CMP_A,Bay1,M71,PHOTO_D,Bay8,16611.666,19839.0,330.0,2897.333999999999
T0009686,L00394,9,10,M71,PHOTO_D,Bay8,M2,ETCH_A,Bay1,20088.0,20261.138,330.0,-156.862000000001
T0009687,L00394,10,11,M2,ETCH_A,Bay1,M15,CVD_A,Bay2,20428.388,20593.372,110.0,54.98400000000038
T0009688,L00394,11,12,M15,CVD_A,Bay2,M26,IMP_B,Bay3,21084.622,21184.599,110.0,-10.023000000001048
T0009689,L00394,12,13,M26,IMP_B,Bay3,M38,CMP_B,Bay4,21566.349,21703.901,110.0,27.552000000003318
T0009690,L00394,13,14,M38,CMP_B,Bay4,M78,METRO_C,Bay8,21906.401,22152.139000000003,440.0,-194.2619999999988
T0009691,L00394,14,15,M78,METRO_C,Bay8,M43,PHOTO_B,Bay5,22396.639000000003,25753.5,330.0,3026.860999999997
T0009692,L00394,15,16,M43,PHOTO_B,Bay5,M42,PHOTO_B,Bay5,26144.25,29205.0,65.0,2995.75
T0009693,L00394,16,17,M42,PHOTO_B,Bay5,M48,ETCH_B,Bay5,29311.5,29425.792000000005,65.0,49.29200000000492
T0009694,L00394,17,18,M48,ETCH_B,Bay5,M65,CVD_C,Bay7,29529.292000000005,29841.256,220.0,91.9639999999963
T0009695,L00394,18,19,M65,CVD_C,Bay7,M76,METRO_C,Bay8,30005.506,30101.083000000002,110.0,-14.422999999998865
T0009696,L00394,19,20,M76,METRO_C,Bay8,M13,CVD_A,Bay2,30282.583000000002,30656.323999999997,440.0,-66.25900000000547
T0009697,L00394,20,21,M13,CVD_A,Bay2,M18,IMP_A,Bay2,30821.323999999997,30972.926,65.0,86.60200000000259
T0009698,L00394,21,22,M18,IMP_A,Bay2,M37,CMP_B,Bay4,31441.676,31606.66,220.0,-55.01599999999962
T0009699,L00394,22,23,M37,CMP_B,Bay4,M24,PHOTO_A,Bay3,31786.66,34928.25,110.0,3031.59
T0009700,L00394,23,24,M24,PHOTO_A,Bay3,M47,ETCH_B,Bay5,35604.75,35777.111,220.0,-47.63900000000285
T0009701,L00394,24,25,M47,ETCH_B,Bay5,M94,METRO_D,Bay10,35948.111,36174.799999999996,550.0,-323.3110000000015
T0009702,L00394,25,26,M94,METRO_D,Bay10,M14,CVD_A,Bay2,36386.299999999996,36596.837999999996,220.0,-9.461999999999534
T0009703,L00394,26,27,M14,CVD_A,Bay2,M80,IMP_D,Bay8,36871.337999999996,37157.668,440.0,-153.66999999999825
T0009704,L00394,27,28,M80,IMP_D,Bay8,M8,CMP_A,Bay1,37299.418,37505.556,330.0,-123.86200000000099
T0009705,L00394,28,29,M8,CMP_A,Bay1,M24,PHOTO_A,Bay3,37939.056,40911.75,220.0,2752.694000000003
T0009706,L00394,29,30,M24,PHOTO_A,Bay3,M50,ETCH_B,Bay5,41105.25,41310.611,220.0,-14.639000000002852
T0009707,L00394,30,31,M50,ETCH_B,Bay5,M33,CVD_B,Bay4,41844.611,42291.721999999994,110.0,337.11099999999715
T0009708,L00394,31,32,M33,CVD_B,Bay4,M27,IMP_B,Bay3,42772.471999999994,42881.114,110.0,-1.3579999999928987
T0009709,L00394,32,33,M27,IMP_B,Bay3,M28,METRO_A,Bay3,43055.114,43210.227999999996,65.0,90.11399999999412
T0009710,L00394,33,34,M28,METRO_A,Bay3,M80,IMP_D,Bay8,43402.227999999996,43659.083999999995,550.0,-293.14400000000023
T0009711,L00394,34,35,M80,IMP_D,Bay8,M74,PHOTO_D,Bay8,43795.583999999995,46812.75,65.0,2952.1660000000047
T0009712,L00394,35,36,M74,PHOTO_D,Bay8,M57,ETCH_C,Bay6,47027.25,47220.972,220.0,-26.27799999999843
T0009713,L00394,36,37,M57,ETCH_C,Bay6,M96,METRO_D,Bay10,47410.722,47624.106,440.0,-226.6160000000018
T0009714,L00394,37,38,M96,METRO_D,Bay10,M5,ETCH_A,Bay1,47788.356,47964.901,110.0,66.54499999999825
T0009715,L00394,38,39,M5,ETCH_A,Bay1,M27,IMP_B,Bay3,48077.401,48242.352,220.0,-55.04899999999907
T0009716,L00394,39,40,M27,IMP_B,Bay3,M28,METRO_A,Bay3,48450.852,48492.821,65.0,-23.0309999999954
T0009717,L00395,1,2,M85,CMP_D,Bay9,M12,CVD_A,Bay2,10263.278,11172.0,330.0,578.7219999999998
T0009718,L00395,2,3,M12,CVD_A,Bay2,M53,PHOTO_C,Bay6,11783.25,14093.25,440.0,1870.0
T0009719,L00395,3,4,M53,PHOTO_C,Bay6,M58,ETCH_C,Bay6,14355.75,14527.222,65.0,106.47199999999975
T0009720,L00395,4,5,M58,ETCH_C,Bay6,M96,METRO_D,Bay10,15170.722,15392.337000000001,440.0,-218.3849999999984
T0009721,L00395,5,6,M96,METRO_D,Bay10,M4,ETCH_A,Bay1,15630.837000000001,15796.382000000001,110.0,55.54500000000007
T0009722,L00395,6,7,M4,ETCH_A,Bay1,M18,IMP_A,Bay2,15935.882000000001,16064.459,110.0,18.576999999999316
T0009723,L00395,7,8,M18,IMP_A,Bay2,M36,CMP_B,Bay4,16251.959,16412.328,220.0,-59.6309999999994
T0009724,L00395,8,9,M36,CMP_B,Bay4,M41,PHOTO_B,Bay5,16674.828,19856.25,110.0,3071.4219999999987
T0009725,L00395,9,10,M41,PHOTO_B,Bay5,M60,ETCH_C,Bay6,20105.25,20270.58,110.0,55.330000000001746
T0009726,L00395,10,11,M60,ETCH_C,Bay6,M63,CVD_C,Bay7,20437.83,20703.75,110.0,155.91999999999825
T0009727,L00395,11,12,M63,CVD_C,Bay7,M86,IMP_E,Bay9,21195.0,21358.561,220.0,-56.43899999999849
T0009728,L00395,12,13,M86,IMP_E,Bay9,M9,CMP_A,Bay1,21740.311,22015.766,220.0,55.45499999999811
T0009729,L00395,13,14,M9,CMP_A,Bay1,M29,METRO_A,Bay3,22218.266,22395.037000000004,220.0,-43.22899999999572
T0009730,L00395,14,15,M29,METRO_A,Bay3,M54,PHOTO_C,Bay6,22639.537000000004,25866.75,330.0,2897.212999999996
T0009731,L00395,15,16,M54,PHOTO_C,Bay6,M51,PHOTO_C,Bay6,26257.5,29381.25,65.0,3058.75
T0009732,L00395,16,17,M51,PHOTO_C,Bay6,M60,ETCH_C,Bay6,29487.75,29679.592,65.0,126.84200000000055
T0009733,L00395,17,18,M60,ETCH_C,Bay6,M11,CVD_A,Bay2,29783.092,30067.095,440.0,-155.9969999999994
T0009734,L00395,18,19,M11,CVD_A,Bay2,M29,METRO_A,Bay3,30231.345,30478.383,110.0,137.03800000000047
T0009735,L00395,19,20,M29,METRO_A,Bay3,M82,CVD_D,Bay9,30659.883,31081.922000000002,440.0,-17.96099999999933
T0009736,L00395,20,21,M82,CVD_D,Bay9,M86,IMP_E,Bay9,31246.922000000002,31329.514000000003,65.0,17.592000000000553
T0009737,L00395,21,22,M86,IMP_E,Bay9,M9,CMP_A,Bay1,31798.264000000003,32062.318,220.0,44.05399999999645
T0009738,L00395,22,23,M9,CMP_A,Bay1,M73,PHOTO_D,Bay8,32242.318,35410.5,330.0,2838.1820000000007
T0009739,L00395,23,24,M73,PHOTO_D,Bay8,M57,ETCH_C,Bay6,36087.0,36291.722,220.0,-15.277999999998428
T0009740,L00395,24,25,M57,ETCH_C,Bay6,M94,METRO_D,Bay10,36462.722,36635.514,440.0,-267.2079999999987
T0009741,L00395,25,26,M94,METRO_D,Bay10,M14,CVD_A,Bay2,36847.014,37057.552,220.0,-9.461999999999534
T0009742,L00395,26,27,M14,CVD_A,Bay2,M17,IMP_A,Bay2,37332.052,37511.53899999999,65.0,114.48699999998644
T0009743,L00395,27,28,M17,IMP_A,Bay2,M66,CMP_C,Bay7,37653.28899999999,37918.82699999999,550.0,-284.46199999999953
T0009744,L00395,28,29,M66,CMP_C,Bay7,M72,PHOTO_D,Bay8,38352.32699999999,41320.5,110.0,2858.17300000001
T0009745,L00395,29,30,M72,PHOTO_D,Bay8,M93,ETCH_D,Bay10,41514.0,41737.734,220.0,3.7339999999967404
T0009746,L00395,30,31,M93,ETCH_D,Bay10,M14,CVD_A,Bay2,42271.734,42639.454,220.0,147.72000000000116
T0009747,L00395,31,32,M14,CVD_A,Bay2,M19,IMP_A,Bay2,43120.204,43295.309,65.0,110.1050000000032
T0009748,L00395,32,33,M19,IMP_A,Bay2,M30,METRO_A,Bay3,43469.309,43572.693,110.0,-6.616000000001804
T0009749,L00395,33,34,M30,METRO_A,Bay3,M69,IMP_C,Bay7,43764.693,43999.431,440.0,-205.26200000000244
T0009750,L00395,34,35,M69,IMP_C,Bay7,M74,PHOTO_D,Bay8,44135.931,47220.75,110.0,2974.819000000003
T0009751,L00395,35,36,M74,PHOTO_D,Bay8,M56,ETCH_C,Bay6,47435.25,47617.972,220.0,-37.27799999999843
T0009752,L00395,36,37,M56,ETCH_C,Bay6,M78,METRO_C,Bay8,47807.722,48005.706,220.0,-22.01600000000326
T0009753,L00395,37,38,M78,METRO_C,Bay8,M91,ETCH_D,Bay10,48169.956,48263.547999999995,220.0,-126.40800000000309
T0009754,L00395,38,39,M91,ETCH_D,Bay10,M100,IMP_F,Bay10,48376.047999999995,48527.285999999986,65.0,86.23799999999028
T0009755,L00395,39,40,M100,IMP_F,Bay10,M28,METRO_A,Bay3,48735.785999999986,48941.923999999985,330.0,-123.86200000000099
T0009756,L00396,1,2,M66,CMP_C,Bay7,M63,CVD_C,Bay7,10465.786,11370.75,65.0,839.9639999999999
T0009757,L00396,2,3,M63,CVD_C,Bay7,M52,PHOTO_C,Bay6,11982.0,14348.25,110.0,2256.25
T0009758,L00396,3,4,M52,PHOTO_C,Bay6,M57,ETCH_C,Bay6,14610.75,14704.342,65.0,28.592000000000553
T0009759,L00396,4,5,M57,ETCH_C,Bay6,M97,METRO_D,Bay10,15347.842,15572.226,440.0,-215.61599999999999
T0009760,L00396,5,6,M97,METRO_D,Bay10,M2,ETCH_A,Bay1,15810.726,15943.271,110.0,22.545000000000073
T0009761,L00396,6,7,M2,ETCH_A,Bay1,M17,IMP_A,Bay2,16082.771,16222.348,110.0,29.576999999999316
T0009762,L00396,7,8,M17,IMP_A,Bay2,M83,CMP_D,Bay9,16409.847999999998,16658.993,330.0,-80.85499999999956
T0009763,L00396,8,9,M83,CMP_D,Bay9,M54,PHOTO_C,Bay6,16921.493,20157.75,330.0,2906.2570000000014
T0009764,L00396,9,10,M54,PHOTO_C,Bay6,M57,ETCH_C,Bay6,20406.75,20478.342,65.0,6.592000000000553
T0009765,L00396,10,11,M57,ETCH_C,Bay6,M65,CVD_C,Bay7,20645.592,20813.579999999998,110.0,57.987999999997555
T0009766,L00396,11,12,M65,CVD_C,Bay7,M69,IMP_C,Bay7,21304.829999999998,21387.422,65.0,17.592000000000553
T0009767,L00396,12,13,M69,IMP_C,Bay7,M68,CMP_C,Bay7,21769.172,21997.424,65.0,163.2520000000004
T0009768,L00396,13,14,M68,CMP_C,Bay7,M77,METRO_C,Bay8,22199.924,22320.908,110.0,10.984000000000378
T0009769,L00396,14,15,M77,METRO_C,Bay8,M41,PHOTO_B,Bay5,22565.408,25799.25,330.0,2903.8420000000006
T0009770,L00396,15,16,M41,PHOTO_B,Bay5,M53,PHOTO_C,Bay6,26190.0,29268.75,110.0,2968.75
T0009771,L00396,16,17,M53,PHOTO_C,Bay6,M56,ETCH_C,Bay6,29375.25,29537.722,65.0,97.47200000000157
T0009772,L00396,17,18,M56,ETCH_C,Bay6,M11,CVD_A,Bay2,29641.222,29902.845,440.0,-178.3770000000004
T0009773,L00396,18,19,M11,CVD_A,Bay2,M28,METRO_A,Bay3,30067.095,30251.619000000002,110.0,74.52400000000125
T0009774,L00396,19,20,M28,METRO_A,Bay3,M61,CVD_C,Bay7,30433.119000000002,30811.863,440.0,-61.25600000000122
T0009775,L00396,20,21,M61,CVD_C,Bay7,M80,IMP_D,Bay8,30976.863,31107.64,110.0,20.776999999998225
T0009776,L00396,21,22,M80,IMP_D,Bay8,M84,CMP_D,Bay9,31576.39,31663.381999999998,110.0,-23.00800000000163
T0009777,L00396,22,23,M84,CMP_D,Bay9,M72,PHOTO_D,Bay8,31843.381999999998,35059.5,110.0,3106.118000000002
T0009778,L00396,23,24,M72,PHOTO_D,Bay8,M91,ETCH_D,Bay10,35736.0,35900.984,220.0,-55.01600000000326
T0009779,L00396,24,25,M91,ETCH_D,Bay10,M98,METRO_D,Bay10,36071.984,36187.575999999994,65.0,50.591999999996915
T0009780,L00396,25,26,M98,METRO_D,Bay10,M15,CVD_A,Bay2,36399.075999999994,36571.22099999999,220.0,-47.8550000000032
T0009781,L00396,26,27,M15,CVD_A,Bay2,M70,IMP_C,Bay7,36845.72099999999,37116.65099999999,550.0,-279.0699999999997
T0009782,L00396,27,28,M70,IMP_C,Bay7,M84,CMP_D,Bay9,37258.40099999999,37362.99299999999,220.0,-115.40800000000309
T0009783,L00396,28,29,M84,CMP_D,Bay9,M23,PHOTO_A,Bay3,37796.49299999999,40803.75,440.0,2567.2570000000123
T0009784,L00396,29,30,M23,PHOTO_A,Bay3,M46,ETCH_B,Bay5,40997.25,41169.611,220.0,-47.63900000000285
T0009785,L00396,30,31,M46,ETCH_B,Bay5,M31,CVD_B,Bay4,41703.611,42061.903999999995,110.0,248.29299999999785
T0009786,L00396,31,32,M31,CVD_B,Bay4,M26,IMP_B,Bay3,42542.653999999995,42709.852,110.0,57.19800000000396
T0009787,L00396,32,33,M26,IMP_B,Bay3,M30,METRO_A,Bay3,42883.852,43100.537,65.0,151.68499999999767
T0009788,L00396,33,34,M30,METRO_A,Bay3,M90,IMP_E,Bay9,43292.537,43507.475,440.0,-225.06199999999808
T0009789,L00396,34,35,M90,IMP_E,Bay9,M71,PHOTO_D,Bay8,43643.975,46761.0,110.0,3007.0250000000015
T0009790,L00396,35,36,M71,PHOTO_D,Bay8,M91,ETCH_D,Bay10,46975.5,47085.484,220.0,-110.01600000000326
T0009791,L00396,36,37,M91,ETCH_D,Bay10,M94,METRO_D,Bay10,47275.234,47328.234,65.0,-12.0
T0009792,L00396,37,38,M94,METRO_D,Bay10,M92,ETCH_D,Bay10,47492.484,47611.268,65.0,53.78399999999965
T0009793,L00396,38,39,M92,ETCH_D,Bay10,M89,IMP_E,Bay9,47723.768,47808.56,110.0,-25.20799999999872
T0009794,L00396,39,40,M89,IMP_E,Bay9,M97,METRO_D,Bay10,48017.06,48166.644,110.0,39.58400000000256
T0009795,L00397,1,2,M7,CMP_A,Bay1,M34,CVD_B,Bay4,10880.464000000002,11665.5,330.0,455.03599999999824
T0009796,L00397,2,3,M34,CVD_B,Bay4,M44,PHOTO_B,Bay5,12276.75,14630.25,110.0,2243.5
T0009797,L00397,3,4,M44,PHOTO_B,Bay5,M45,ETCH_B,Bay5,14892.75,14923.75,65.0,-34.0
T0009798,L00397,4,5,M45,ETCH_B,Bay5,M94,METRO_D,Bay10,15567.25,15832.788,550.0,-284.46199999999953
T0009799,L00397,5,6,M94,METRO_D,Bay10,M92,ETCH_D,Bay10,16071.288,16190.072,65.0,53.78399999999965
T0009800,L00397,6,7,M92,ETCH_D,Bay10,M90,IMP_E,Bay9,16329.572,16425.364,110.0,-14.20799999999872
T0009801,L00397,7,8,M90,IMP_E,Bay9,M8,CMP_A,Bay1,16612.864,16801.402000000002,220.0,-31.461999999999534
T0009802,L00397,8,9,M8,CMP_A,Bay1,M51,PHOTO_C,Bay6,17063.902000000002,20251.5,550.0,2637.597999999998
T0009803,L00397,9,10,M51,PHOTO_C,Bay6,M59,ETCH_C,Bay6,20500.5,20627.092,65.0,61.59200000000055
T0009804,L00397,10,11,M59,ETCH_C,Bay6,M15,CVD_A,Bay2,20794.342,21084.622,440.0,-149.72000000000116
T0009805,L00397,11,12,M15,CVD_A,Bay2,M17,IMP_A,Bay2,21575.872,21636.464,65.0,-4.407999999999447
T0009806,L00397,12,13,M17,IMP_A,Bay2,M84,CMP_D,Bay9,22018.214,22278.359,330.0,-69.85499999999956
T0009807,L00397,13,14,M84,CMP_D,Bay9,M96,METRO_D,Bay10,22480.859,22587.436,110.0,-3.422999999998865
T0009808,L00397,14,15,M96,METRO_D,Bay10,M41,PHOTO_B,Bay5,22831.936,26190.0,550.0,2808.0639999999985
T0009809,L00397,15,16,M41,PHOTO_B,Bay5,M52,PHOTO_C,Bay6,26580.75,29553.0,110.0,2862.25
T0009810,L00397,16,17,M52,PHOTO_C,Bay6,M57,ETCH_C,Bay6,29659.5,29801.342,65.0,76.84200000000055
T0009811,L00397,17,18,M57,ETCH_C,Bay6,M81,CVD_D,Bay9,29904.842,30234.0,330.0,-0.842000000000553
T0009812,L00397,18,19,M81,CVD_D,Bay9,M30,METRO_A,Bay3,30398.25,30616.38,440.0,-221.86999999999898
T0009813,L00397,19,20,M30,METRO_A,Bay3,M33,CVD_B,Bay4,30797.88,31140.260000000002,110.0,232.38000000000102
T0009814,L00397,20,21,M33,CVD_B,Bay4,M70,IMP_C,Bay7,31305.260000000002,31549.79,330.0,-85.47000000000116
T0009815,L00397,21,22,M70,IMP_C,Bay7,M68,CMP_C,Bay7,32018.54,32137.324,65.0,53.78399999999965
T0009816,L00397,22,23,M68,CMP_C,Bay7,M52,PHOTO_C,Bay6,32317.324,35486.25,110.0,3058.9259999999995
T0009817,L00397,23,24,M52,PHOTO_C,Bay6,M55,ETCH_C,Bay6,36162.75,36320.211,65.0,92.46100000000297
T0009818,L00397,24,25,M55,ETCH_C,Bay6,M78,METRO_C,Bay8,36491.211,36654.772000000004,220.0,-56.43899999999849
T0009819,L00397,25,26,M78,METRO_C,Bay8,M11,CVD_A,Bay2,36866.272000000004,37153.931000000004,440.0,-152.34100000000035
T0009820,L00397,26,27,M11,CVD_A,Bay2,M90,IMP_E,Bay9,37428.431000000004,37699.361000000004,330.0,-59.06999999999971
T0009821,L00397,27,28,M90,IMP_E,Bay9,M9,CMP_A,Bay1,37841.111000000004,38040.649000000005,220.0,-20.461999999999534
T0009822,L00397,28,29,M9,CMP_A,Bay1,M51,PHOTO_C,Bay6,38474.149000000005,41409.0,550.0,2384.850999999995
T0009823,L00397,29,30,M51,PHOTO_C,Bay6,M55,ETCH_C,Bay6,41602.5,41666.813,65.0,-0.6869999999980791
T0009824,L00397,30,31,M55,ETCH_C,Bay6,M15,CVD_A,Bay2,42200.813,42526.526,440.0,-114.2870000000039
T0009825,L00397,31,32,M15,CVD_A,Bay2,M26,IMP_B,Bay3,43007.276,43107.253,110.0,-10.023000000001048
T0009826,L00397,32,33,M26,IMP_B,Bay3,M30,METRO_A,Bay3,43281.253,43345.253,65.0,-1.0
T0009827,L00397,33,34,M30,METRO_A,Bay3,M69,IMP_C,Bay7,43537.253,43771.990999999995,440.0,-205.26200000000244
T0009828,L00397,34,35,M69,IMP_C,Bay7,M24,PHOTO_A,Bay3,43908.490999999995,46971.75,440.0,2623.2590000000055
T0009829,L00397,35,36,M24,PHOTO_A,Bay3,M46,ETCH_B,Bay5,47186.25,47347.611,220.0,-58.63900000000285
T0009830,L00397,36,37,M46,ETCH_B,Bay5,M75,METRO_C,Bay8,47537.361,47749.106,330.0,-118.25499999999738
T0009831,L00397,37,38,M75,METRO_C,Bay8,M59,ETCH_C,Bay6,47913.356,48118.078,220.0,-15.277999999998428
T0009832,L00397,38,39,M59,ETCH_C,Bay6,M80,IMP_D,Bay8,48230.578,48351.562,220.0,-99.01600000000326
T0009833,L00397,39,40,M80,IMP_D,Bay8,M78,METRO_C,Bay8,48560.062,48742.901999999995,65.0,117.83999999999651
T0009834,L00398,1,2,M66,CMP_C,Bay7,M61,CVD_C,Bay7,10757.099,11598.0,65.0,775.9009999999998
T0009835,L00398,2,3,M61,CVD_C,Bay7,M41,PHOTO_B,Bay5,12209.25,14586.0,220.0,2156.75
T0009836,L00398,3,4,M41,PHOTO_B,Bay5,M48,ETCH_B,Bay5,14848.5,14964.092,65.0,50.59200000000055
T0009837,L00398,4,5,M48,ETCH_B,Bay5,M98,METRO_D,Bay10,15607.592,15884.130000000001,550.0,-273.46199999999953
T0009838,L00398,5,6,M98,METRO_D,Bay10,M1,ETCH_A,Bay1,16122.630000000001,16233.175000000001,110.0,0.5450000000000728
T0009839,L00398,6,7,M1,ETCH_A,Bay1,M18,IMP_A,Bay2,16372.675000000001,16534.252,110.0,51.576999999999316
T0009840,L00398,7,8,M18,IMP_A,Bay2,M38,CMP_B,Bay4,16721.752,16897.736,220.0,-44.01599999999962
T0009841,L00398,8,9,M38,CMP_B,Bay4,M21,PHOTO_A,Bay3,17160.236,20398.5,110.0,3128.263999999999
T0009842,L00398,9,10,M21,PHOTO_A,Bay3,M49,ETCH_B,Bay5,20647.5,20864.077,220.0,-3.422999999998865
T0009843,L00398,10,11,M49,ETCH_B,Bay5,M35,CVD_B,Bay4,21031.327,21293.559999999998,110.0,152.23299999999654
T0009844,L00398,11,12,M35,CVD_B,Bay4,M70,IMP_C,Bay7,21784.809999999998,22020.539999999997,330.0,-94.27000000000044
T0009845,L00398,12,13,M70,IMP_C,Bay7,M84,CMP_D,Bay9,22402.289999999997,22506.881999999998,220.0,-115.40799999999945
T0009846,L00398,13,14,M84,CMP_D,Bay9,M76,METRO_C,Bay8,22709.381999999998,22829.749,110.0,10.367000000002008
T0009847,L00398,14,15,M76,METRO_C,Bay8,M42,PHOTO_B,Bay5,23074.249,26363.25,330.0,2959.001
T0009848,L00398,15,16,M42,PHOTO_B,Bay5,M51,PHOTO_C,Bay6,26754.0,29750.25,110.0,2886.25
T0009849,L00398,16,17,M51,PHOTO_C,Bay6,M59,ETCH_C,Bay6,29856.75,29983.342,65.0,61.59200000000055
T0009850,L00398,17,18,M59,ETCH_C,Bay6,M13,CVD_A,Bay2,30086.842,30492.073999999997,440.0,-34.76800000000367
T0009851,L00398,18,19,M13,CVD_A,Bay2,M39,METRO_B,Bay4,30656.323999999997,30948.831,220.0,72.50700000000143
T0009852,L00398,19,20,M39,METRO_B,Bay4,M65,CVD_C,Bay7,31130.331,31482.628,330.0,22.2970000000023
T0009853,L00398,20,21,M65,CVD_C,Bay7,M100,IMP_F,Bay10,31647.628,31879.174,330.0,-98.45400000000154
T0009854,L00398,21,22,M100,IMP_F,Bay10,M10,CMP_A,Bay1,32347.924,32590.570000000003,110.0,132.64600000000428
T0009855,L00398,22,23,M10,CMP_A,Bay1,M22,PHOTO_A,Bay3,32770.57000000001,35942.25,220.0,2951.679999999993
T0009856,L00398,23,24,M22,PHOTO_A,Bay3,M50,ETCH_B,Bay5,36618.75,36846.111,220.0,7.360999999997148
T0009857,L00398,24,25,M50,ETCH_B,Bay5,M98,METRO_D,Bay10,37017.111,37271.649,550.0,-295.46199999999953
T0009858,L00398,25,26,M98,METRO_D,Bay10,M11,CVD_A,Bay2,37483.149,37611.293999999994,220.0,-91.8550000000032
T0009859,L00398,26,27,M11,CVD_A,Bay2,M26,IMP_B,Bay3,37885.793999999994,38040.362,110.0,44.56800000000658
T0009860,L00398,27,28,M26,IMP_B,Bay3,M10,CMP_A,Bay1,38182.112,38372.642,220.0,-29.470000000001164
T0009861,L00398,28,29,M10,CMP_A,Bay1,M23,PHOTO_A,Bay3,38806.142,41675.25,220.0,2649.108
T0009862,L00398,29,30,M23,PHOTO_A,Bay3,M60,ETCH_C,Bay6,41868.75,42113.28,330.0,-85.47000000000116
T0009863,L00398,30,31,M60,ETCH_C,Bay6,M16,CVD_A,Bay2,42647.28,43046.726,440.0,-40.55399999999645
