op_uid,lot_id,step_no,machine_type,machine,machine_group,bay,prev_bay,prev_machine,planned_travel_sec,ready_at_machine_sec,start_sec,end_sec,planned_proc_sec,machine_wait_sec,release_time
6534,L00161,22,CMP,M9,CMP_A,Bay1,Bay2,M18,269.514,19690.106,19690.106,19870.106,180.0,0.0,0.0
6553,L00313,17,ETCH,M2,ETCH_A,Bay1,Bay8,M74,206.138,19693.388,19693.388,19796.888,103.5,0.0,1519.5
6549,L00373,14,METRO,M39,METRO_B,Bay4,Bay4,M36,53.0,19518.018,19702.984,19947.484,244.5,184.96600000000035,7218.202
6544,L00457,2,CVD,M82,CVD_D,Bay9,Bay7,M67,115.592,19564.918,19704.844,20316.094,611.25,139.92599999999948,19234.826
6588,L00253,32,IMP,M20,IMP_A,Bay2,Bay2,M15,93.592,19712.842,19712.842,19886.842,174.0,0.0,0.0
6536,L00166,26,CVD,M62,CVD_C,Bay7,Bay8,M77,286.122,19713.852,19713.852,19988.352,274.5,0.0,0.0
6557,L00309,19,METRO,M97,METRO_D,Bay10,Bay7,M61,212.177,19716.677,19716.677,19898.177,181.5,0.0,1223.25
6598,L00425,4,ETCH,M45,ETCH_B,Bay5,Bay5,M41,64.0,19726.75,19726.75,20370.25,643.5,0.0,14948.729000000001
6551,L00125,25,METRO,M94,METRO_D,Bay10,Bay5,M45,265.538,19735.538,19735.538,19947.038,211.5,0.0,0.0
6583,L00177,39,IMP,M19,IMP_A,Bay2,Bay1,M4,139.577,19736.383,19736.383,19944.883,208.5,0.0,0.0
6563,L00045,25,METRO,M28,METRO_A,Bay3,Bay1,M6,197.984,19737.106,19737.106,19948.606,211.5,0.0,0.0
6579,L00005,25,METRO,M75,METRO_C,Bay8,Bay6,M56,159.592,19748.314000000002,19748.314000000002,19959.814000000002,211.5,0.0,0.0
6587,L00303,21,IMP,M27,IMP_B,Bay3,Bay4,M33,51.792,19668.036000000004,19748.905,20217.655,468.75,80.86899999999514,521.25
6606,L00461,1,CMP,M83,CMP_D,Bay9,ENTRY,ENTRY,0.0,19681.934,19757.699999999997,19972.199999999997,214.5,75.76599999999598,19681.934
6592,L00310,19,METRO,M76,METRO_C,Bay8,Bay7,M65,95.577,19731.064000000002,19759.941000000003,19941.441000000003,181.5,28.877000000000407,1297.5
6562,L00218,40,METRO,M98,METRO_D,Bay10,Bay9,M89,160.584,19699.11,19763.564000000002,20073.314000000002,309.75,64.45400000000154,0.0
6558,L00241,22,CMP,M66,CMP_C,Bay7,Bay2,M19,243.538,19749.601000000002,19766.802,19946.802,180.0,17.200999999997293,0.0
6577,L00201,22,CMP,M8,CMP_A,Bay1,Bay9,M90,188.538,19770.518,19770.518,19950.518,180.0,0.0,0.0
6600,L00416,6,ETCH,M91,ETCH_D,Bay10,Bay8,M77,104.592,19770.822,19770.822,19910.322,139.5,0.0,13354.344000000001
5663,L00427,3,PHOTO,M51,PHOTO_C,Bay6,Bay4,M34,177.538,16764.538,19774.5,20037.0,262.5,3009.9619999999995,15100.849
6570,L00016,36,ETCH,M48,ETCH_B,Bay5,Bay3,M22,205.361,19778.861,19780.861,19970.611,189.75,2.0,0.0
6552,L00305,20,CVD,M15,CVD_A,Bay2,Bay10,M94,221.538,19692.726,19783.5,19948.5,165.0,90.77400000000125,729.75
6566,L00459,1,CMP,M84,CMP_D,Bay9,ENTRY,ENTRY,0.0,19544.576,19783.975000000002,19998.475000000002,214.5,239.39900000000125,19544.576
5680,L00391,9,PHOTO,M52,PHOTO_C,Bay6,Bay9,M83,270.891,16901.413,19784.25,20033.25,249.0,2882.8369999999995,9738.759
6581,L00086,27,IMP,M70,IMP_C,Bay7,Bay4,M31,200.53,19791.28,19791.28,19933.03,141.75,0.0,0.0
5664,L00341,15,PHOTO,M24,PHOTO_A,Bay3,Bay8,M76,235.945,16823.006,19800.0,20190.75,390.75,2976.993999999999,3843.75
6576,L00132,31,CVD,M35,CVD_B,Bay4,Bay1,M3,188.753,19770.641,19801.775,20282.525,480.75,31.134000000001834,0.0
6582,L00306,20,CVD,M33,CVD_B,Bay4,Bay3,M30,75.992,19667.961999999996,19802.475000000002,19967.475000000002,165.0,134.5130000000063,929.25
6580,L00381,13,CMP,M10,CMP_A,Bay1,Bay3,M25,220.122,19810.755999999998,19810.755999999998,20013.255999999998,202.5,0.0,7942.045
6574,L00377,14,METRO,M77,METRO_C,Bay8,Bay4,M38,234.738,19815.335000000003,19815.335000000003,20059.835000000003,244.5,0.0,7645.564
5675,L00044,23,PHOTO,M73,PHOTO_D,Bay8,Bay7,M66,80.392,16706.139,19815.75,20492.25,676.5,3109.611000000001,0.0
6617,L00307,20,CVD,M32,CVD_B,Bay4,Bay3,M29,75.992,19802.068,19816.644,19981.644,165.0,14.576000000000931,947.25
6604,L00417,6,ETCH,M3,ETCH_A,Bay1,Bay10,M97,143.545,19823.175,19823.175,19962.675,139.5,0.0,13458.480000000001
5651,L00256,35,PHOTO,M23,PHOTO_A,Bay3,Bay10,M99,156.745,16715.957,19823.25,20037.75,214.5,3107.2930000000015,0.0
6615,L00382,12,IMP,M69,IMP_C,Bay7,Bay7,M62,115.592,19826.342,19826.342,20208.092,381.75,0.0,7984.814
6595,L00133,33,METRO,M96,METRO_D,Bay10,Bay7,M69,173.784,19827.264,19827.264,20019.264,192.0,0.0,0.0
6590,L00426,4,ETCH,M55,ETCH_C,Bay6,Bay3,M21,206.138,19827.638,19827.638,20471.138,643.5,0.0,14890.627
6565,L00308,18,CVD,M34,CVD_B,Bay4,Bay10,M92,267.738,19810.222,19831.494000000002,19995.744000000002,164.25,21.272000000000844,1221.0
5665,L00091,29,PHOTO,M21,PHOTO_A,Bay3,Bay9,M84,212.738,16802.919,19836.0,20029.5,193.5,3033.0809999999983,0.0
5671,L00394,9,PHOTO,M71,PHOTO_D,Bay8,Bay1,M9,205.145,16816.811,19839.0,20088.0,249.0,3022.1889999999985,9946.037
6612,L00085,25,METRO,M95,METRO_D,Bay10,Bay10,M91,64.0,19758.734,19841.386,20052.886,211.5,82.65199999999822,0.0
6548,L00389,11,CVD,M81,CVD_D,Bay9,Bay10,M93,346.291,19808.025,19843.5,20334.75,491.25,35.474999999998545,9272.247000000001
5694,L00395,9,PHOTO,M41,PHOTO_B,Bay5,Bay4,M36,97.992,16772.82,19856.25,20105.25,249.0,3083.4300000000003,10048.778
6603,L00137,39,IMP,M25,IMP_B,Bay3,Bay1,M5,116.369,19793.543999999998,19858.891,20067.391,208.5,65.34700000000157,0.0
6586,L00287,28,CMP,M68,CMP_C,Bay7,Bay3,M27,256.738,19863.893,19863.893,20297.393,433.5,0.0,0.0
6589,L00293,34,IMP,M17,IMP_A,Bay2,Bay3,M28,243.114,19864.529000000002,19864.529000000002,20001.029000000002,136.5,0.0,0.0
6605,L00385,12,IMP,M18,IMP_A,Bay2,Bay2,M11,115.592,19795.592,19869.752,20251.502,381.75,74.15999999999985,8711.948
6594,L00413,8,CMP,M9,CMP_A,Bay1,Bay9,M87,232.538,19872.103000000003,19872.103000000003,20134.603000000003,262.5,0.0,12985.890000000001
6624,L00281,22,CMP,M85,CMP_D,Bay9,Bay7,M70,115.592,19877.590999999997,19877.590999999997,20057.590999999997,180.0,0.0,0.0
5690,L00296,35,PHOTO,M74,PHOTO_D,Bay8,Bay3,M27,224.945,16895.335,19878.0,20092.5,214.5,2982.665000000001,0.0
6654,L00462,1,CMP,M67,CMP_C,Bay7,ENTRY,ENTRY,0.0,19846.314000000002,19878.326,20092.826,214.5,32.01199999999881,19846.314000000002
6599,L00458,2,CVD,M12,CVD_A,Bay2,Bay7,M67,202.945,19866.771,19886.044,20497.294,611.25,19.273000000001048,19405.639
6620,L00046,28,CMP,M38,CMP_B,Bay4,Bay3,M27,142.984,19891.889,19891.889,20325.389,433.5,0.0,0.0
6578,L00311,18,CVD,M63,CVD_C,Bay7,Bay5,M50,128.145,19710.737,19894.5,20058.75,164.25,183.762999999999,1341.0
6608,L00213,33,METRO,M97,METRO_D,Bay10,Bay8,M79,167.184,19854.011000000002,19898.177,20090.177,192.0,44.16599999999744,0.0
6629,L00392,10,ETCH,M59,ETCH_C,Bay6,Bay6,M51,126.592,19901.092,19901.092,20068.342,167.25,0.0,9735.768
6613,L00297,38,ETCH,M92,ETCH_D,Bay10,Bay4,M39,198.545,19901.529,19901.529,20014.029,112.5,0.0,0.0
6611,L00415,8,CMP,M36,CMP_B,Bay4,Bay2,M19,156.184,19849.747000000003,19908.291000000005,20170.791000000005,262.5,58.54400000000169,13071.413
6625,L00376,14,METRO,M40,METRO_B,Bay4,Bay1,M8,149.584,19911.933,19911.933,20156.433,244.5,0.0,7562.349
6626,L00418,6,ETCH,M5,ETCH_A,Bay1,Bay10,M98,154.545,19918.109,19918.109,20057.609,139.5,0.0,13562.508999999998
6627,L00056,39,IMP,M20,IMP_A,Bay2,Bay1,M3,161.577,19926.847999999998,19926.847999999998,20135.347999999998,208.5,0.0,0.0
6609,L00393,11,CVD,M16,CVD_A,Bay2,Bay6,M60,250.138,19937.48,19937.48,20428.73,491.25,0.0,9743.727
6632,L00257,39,IMP,M26,IMP_B,Bay3,Bay1,M4,156.961,19938.07,19938.07,20146.57,208.5,0.0,0.0
5697,L00095,35,PHOTO,M72,PHOTO_D,Bay8,Bay10,M99,268.299,16964.011,19939.5,20154.0,214.5,2975.4890000000014,0.0
6634,L00375,14,METRO,M76,METRO_C,Bay8,Bay9,M84,101.538,19885.513000000003,19941.441000000003,20185.941000000003,244.5,55.927999999999884,7401.6990000000005
6619,L00205,25,METRO,M78,METRO_C,Bay8,Bay6,M55,163.561,19899.699,19943.717,20155.217,211.5,44.01800000000003,0.0
5695,L00315,16,PHOTO,M54,PHOTO_C,Bay6,Bay5,M44,192.938,16881.938,19944.75,20051.25,106.5,3062.8120000000017,1747.5
6618,L00217,39,IMP,M19,IMP_A,Bay2,Bay1,M1,172.577,19902.252,19944.883,20153.383,208.5,42.63100000000122,0.0
6622,L00378,14,METRO,M94,METRO_D,Bay10,Bay9,M83,142.984,19900.683999999997,19947.038,20191.538,244.5,46.354000000003,7773.227
6610,L00212,31,CVD,M15,CVD_A,Bay2,Bay6,M59,231.545,19919.137,19948.5,20429.25,480.75,29.363000000001193,0.0
6633,L00312,19,METRO,M28,METRO_A,Bay3,Bay2,M15,121.977,19905.477,19948.606,20130.106,181.5,43.129000000000815,1474.5
6602,L00301,22,CMP,M8,CMP_A,Bay1,Bay9,M88,210.538,19877.38,19950.518,20130.518,180.0,73.13799999999901,309.75
6616,L00173,33,METRO,M29,METRO_A,Bay3,Bay9,M89,245.738,19958.264000000003,19958.264000000003,20150.264000000003,192.0,0.0,0.0
6653,L00384,12,IMP,M88,IMP_E,Bay9,Bay9,M81,115.592,19959.092,19959.092,20340.842,381.75,0.0,8488.884
6623,L00096,38,ETCH,M4,ETCH_A,Bay1,Bay8,M76,200.745,19960.686,19960.686,20073.186,112.5,0.0,0.0
6607,L00246,26,CVD,M14,CVD_A,Bay2,Bay10,M94,210.538,19893.226,19962.75,20237.25,274.5,69.52400000000125,0.0
5696,L00051,29,PHOTO,M22,PHOTO_A,Bay3,Bay1,M10,82.592,16777.61,19964.25,20157.75,193.5,3186.6399999999994,0.0
6644,L00176,37,METRO,M75,METRO_C,Bay8,Bay6,M56,159.592,19968.434,19968.434,20132.684,164.25,0.0,0.0
6657,L00011,30,ETCH,M48,ETCH_B,Bay5,Bay5,M41,115.592,19971.842,19971.842,20505.842,534.0,0.0,0.0
5730,L00314,16,PHOTO,M44,PHOTO_B,Bay5,Bay3,M22,197.984,17003.234,19975.5,20082.0,106.5,2972.2659999999996,1695.0
6666,L00253,33,METRO,M30,METRO_A,Bay3,Bay2,M20,92.384,19979.226,19979.226,20171.226,192.0,0.0,0.0
6593,L00390,11,CVD,M62,CVD_C,Bay7,Bay5,M45,190.738,19827.988,19988.352,20479.602,491.25,160.36399999999776,9433.977
6658,L00298,40,METRO,M39,METRO_B,Bay4,Bay3,M25,132.977,19991.868,19991.868,20301.618,309.75,0.0,0.0
6630,L00292,31,CVD,M61,CVD_C,Bay7,Bay6,M58,75.992,19851.834,19995.75,20476.5,480.75,143.91600000000108,0.0
6651,L00285,24,ETCH,M1,ETCH_A,Bay1,Bay8,M71,162.138,20001.138,20001.138,20172.138,171.0,0.0,0.0
6675,L00463,1,CMP,M10,CMP_A,Bay1,ENTRY,ENTRY,0.0,19943.717,20013.255999999998,20227.755999999998,214.5,69.53899999999703,19943.717
6652,L00419,6,ETCH,M3,ETCH_A,Bay1,Bay10,M95,184.138,20025.523999999998,20025.523999999998,20165.023999999998,139.5,0.0,13744.85
6637,L00313,18,CVD,M34,CVD_B,Bay4,Bay1,M2,228.784,20025.672,20025.672,20189.922,164.25,0.0,1519.5
6676,L00004,24,ETCH,M58,ETCH_C,Bay6,Bay6,M54,82.592,20027.342,20027.342,20198.342,171.0,0.0,0.0
5702,L00428,3,PHOTO,M21,PHOTO_A,Bay3,Bay2,M14,125.384,16851.134,20029.5,20292.0,262.5,3178.366000000002,15137.968
6684,L00465,1,CMP,M7,CMP_A,Bay1,ENTRY,ENTRY,0.0,19954.712999999996,20029.756999999998,20244.256999999998,214.5,75.04400000000169,19954.712999999996
6646,L00126,27,IMP,M17,IMP_A,Bay2,Bay4,M32,215.722,20032.366,20032.366,20174.116,141.75,0.0,0.0
5729,L00124,23,PHOTO,M52,PHOTO_C,Bay6,Bay1,M9,180.945,16976.594999999998,20033.25,20709.75,676.5,3056.6550000000025,0.0
6671,L00416,7,IMP,M99,IMP_F,Bay10,Bay10,M91,126.592,20036.914,20036.914,20224.414,187.5,0.0,13354.344000000001
5736,L00055,35,PHOTO,M51,PHOTO_C,Bay6,Bay10,M99,222.099,17054.310999999998,20037.0,20251.5,214.5,2982.689000000002,0.0
6640,L00286,27,IMP,M70,IMP_C,Bay7,Bay4,M35,235.73,20037.505,20037.505,20179.255,141.75,0.0,0.0
5731,L00343,15,PHOTO,M23,PHOTO_A,Bay3,Bay4,M40,270.605,17087.560999999998,20037.75,20428.5,390.75,2950.189000000002,4081.5
6692,L00165,24,ETCH,M47,ETCH_B,Bay5,Bay5,M44,71.592,20047.092,20047.092,20218.092,171.0,0.0,0.0
5734,L00317,16,PHOTO,M54,PHOTO_C,Bay6,Bay5,M41,159.938,16981.688,20051.25,20157.75,106.5,3069.5620000000017,1903.5
6650,L00216,36,ETCH,M49,ETCH_B,Bay5,Bay3,M21,216.577,20052.577,20052.577,20242.327,189.75,0.0,0.0
6672,L00086,28,CMP,M85,CMP_D,Bay9,Bay7,M70,115.592,20048.622,20057.590999999997,20491.090999999997,433.5,8.968999999997322,0.0
6631,L00172,31,CVD,M63,CVD_C,Bay7,Bay5,M48,150.145,19931.006,20058.75,20539.5,480.75,127.74399999999878,0.0
5740,L00171,29,PHOTO,M42,PHOTO_B,Bay5,Bay9,M85,261.138,17100.51,20059.5,20253.0,193.5,2958.9900000000016,0.0
6641,L00302,21,IMP,M80,IMP_D,Bay8,Bay4,M33,262.13,20064.605000000003,20064.605000000003,20533.355000000003,468.75,0.0,309.75
6642,L00379,13,CMP,M84,CMP_D,Bay9,Bay2,M17,260.145,20064.987,20064.987,20267.487,202.5,0.0,7934.634
6643,L00206,28,CMP,M66,CMP_C,Bay7,Bay3,M26,258.938,20066.37,20066.37,20499.87,433.5,0.0,0.0
6665,L00387,12,IMP,M25,IMP_B,Bay3,Bay2,M12,103.384,19989.428,20067.391,20449.141,381.75,77.96299999999974,8816.149
6655,L00017,40,METRO,M98,METRO_D,Bay10,Bay9,M87,142.984,19991.049000000003,20073.314000000002,20383.064000000002,309.75,82.26499999999942,0.0
6656,L00136,37,METRO,M77,METRO_C,Bay8,Bay5,M47,228.138,20078.48,20078.48,20242.73,164.25,0.0,0.0
5757,L00131,29,PHOTO,M44,PHOTO_B,Bay5,Bay7,M68,266.745,17168.425,20082.0,20275.5,193.5,2913.5750000000007,0.0
5749,L00429,3,PHOTO,M53,PHOTO_C,Bay6,Bay9,M81,289.091,17161.841,20087.25,20349.75,262.5,2925.4089999999997,15194.125
5744,L00251,29,PHOTO,M71,PHOTO_D,Bay8,Bay4,M38,163.345,17015.921000000002,20088.0,20281.5,193.5,3072.078999999998,0.0
6667,L00052,32,IMP,M89,IMP_E,Bay9,Bay7,M63,196.561,20091.061,20091.061,20265.061,174.0,0.0,0.0
5747,L00015,35,PHOTO,M74,PHOTO_D,Bay8,Bay10,M100,279.299,17140.997,20092.5,20307.0,214.5,2951.5030000000006,0.0
6668,L00309,20,CVD,M33,CVD_B,Bay4,Bay10,M97,196.345,20094.522,20094.522,20259.522,165.0,0.0,1223.25
6649,L00304,21,IMP,M90,IMP_E,Bay9,Bay4,M34,268.73,20100.224000000002,20100.224000000002,20568.974000000002,468.75,0.0,619.5
6673,L00084,24,ETCH,M91,ETCH_D,Bay10,Bay8,M72,164.984,20104.484,20104.484,20275.484,171.0,0.0,0.0
5748,L00316,16,PHOTO,M41,PHOTO_B,Bay5,Bay8,M74,265.538,17128.538,20105.25,20211.75,106.5,2976.7119999999995,1784.25
6664,L00460,2,CVD,M31,CVD_B,Bay4,Bay7,M67,227.145,20105.471,20105.471,20716.721,611.25,0.0,19536.564000000002
6662,L00252,31,CVD,M13,CVD_A,Bay2,Bay6,M57,231.545,20107.137,20107.137,20587.887,480.75,0.0,0.0
6659,L00414,8,CMP,M83,CMP_D,Bay9,Bay2,M18,238.145,20107.897,20107.897,20370.397,262.5,0.0,13044.802000000001
6711,L00315,17,ETCH,M57,ETCH_C,Bay6,Bay6,M54,71.592,20122.842,20122.842,20226.342,103.5,0.0,1747.5
6696,L00308,19,METRO,M28,METRO_A,Bay3,Bay4,M34,51.792,20047.536000000004,20130.106,20311.606,181.5,82.56999999999607,1221.0
6708,L00427,4,ETCH,M56,ETCH_C,Bay6,Bay6,M51,93.592,20130.592,20130.592,20774.092,643.5,0.0,15100.849
6722,L00464,1,CMP,M9,CMP_A,Bay1,ENTRY,ENTRY,0.0,20073.314000000002,20134.603000000003,20349.103000000003,214.5,61.28900000000067,20073.314000000002
6686,L00417,7,IMP,M20,IMP_A,Bay2,Bay1,M3,161.577,20124.252,20135.347999999998,20322.847999999998,187.5,11.09599999999773,13458.480000000001
6701,L00297,39,IMP,M100,IMP_F,Bay10,Bay10,M92,126.592,20140.621,20140.621,20349.121,208.5,0.0,0.0
6716,L00245,24,ETCH,M46,ETCH_B,Bay5,Bay5,M42,82.592,20142.092,20142.092,20313.092,171.0,0.0,0.0
6682,L00045,26,CVD,M64,CVD_C,Bay7,Bay3,M28,196.345,20144.951,20144.951,20419.451,274.5,0.0,0.0
6689,L00306,21,IMP,M26,IMP_B,Bay3,Bay4,M33,112.538,20080.013000000003,20146.57,20615.32,468.75,66.55699999999706,929.25
6706,L00391,10,ETCH,M59,ETCH_C,Bay6,Bay6,M52,115.592,20148.842,20148.842,20316.092,167.25,0.0,9738.759
6695,L00166,27,IMP,M79,IMP_D,Bay8,Bay7,M62,161.577,20149.929,20149.929,20291.679,141.75,0.0,0.0
6677,L00177,40,METRO,M29,METRO_A,Bay3,Bay2,M19,158.384,20103.267,20150.264000000003,20460.014000000003,309.75,46.99700000000303,0.0
6681,L00305,21,IMP,M19,IMP_A,Bay2,Bay2,M15,82.592,20031.092,20153.383,20622.133,468.75,122.29100000000108,729.75
5794,L00211,29,PHOTO,M72,PHOTO_D,Bay8,Bay9,M84,243.33,17280.982,20154.0,20347.5,193.5,2873.018,0.0
6700,L00381,14,METRO,M40,METRO_B,Bay4,Bay1,M10,127.584,20140.839999999997,20156.433,20400.933,244.5,15.593000000004395,7942.045
5762,L00396,9,PHOTO,M54,PHOTO_C,Bay6,Bay9,M83,292.891,17214.384,20157.75,20406.75,249.0,2943.366000000002,10251.286
5791,L00135,35,PHOTO,M22,PHOTO_A,Bay3,Bay10,M99,145.745,17176.071999999996,20157.75,20372.25,214.5,2981.6780000000035,0.0
6679,L00125,26,CVD,M32,CVD_B,Bay4,Bay10,M94,223.738,20170.776,20170.776,20445.276,274.5,0.0,0.0
6719,L00137,40,METRO,M30,METRO_A,Bay3,Bay3,M25,93.592,20160.983,20171.226,20480.976,309.75,10.242999999998574,0.0
6694,L00383,13,CMP,M8,CMP_A,Bay1,Bay9,M90,188.538,20176.415,20176.415,20378.915,202.5,0.0,8467.375
6697,L00386,12,IMP,M87,IMP_E,Bay9,Bay7,M61,181.377,20177.127,20177.127,20558.877,381.75,0.0,8879.039999999999
5763,L00346,15,PHOTO,M24,PHOTO_A,Bay3,Bay4,M39,292.605,17215.207,20190.75,20581.5,390.75,2975.5430000000015,4254.75
6721,L00096,39,IMP,M17,IMP_A,Bay2,Bay1,M4,117.577,20190.763000000003,20190.763000000003,20399.263000000003,208.5,0.0,0.0
6674,L00310,20,CVD,M34,CVD_B,Bay4,Bay8,M76,253.545,20194.986,20194.986,20359.986,165.0,0.0,1297.5
6725,L00204,24,ETCH,M58,ETCH_C,Bay6,Bay6,M53,93.592,20180.842,20198.342,20369.342,171.0,17.5,0.0
6690,L00016,37,METRO,M78,METRO_C,Bay8,Bay5,M48,228.138,20198.749,20198.749,20362.999,164.25,0.0,0.0
6691,L00461,2,CVD,M65,CVD_C,Bay7,Bay9,M83,230.13,20202.329999999998,20202.329999999998,20813.579999999998,611.25,0.0,19681.934
6733,L00012,32,IMP,M69,IMP_C,Bay7,Bay7,M65,82.592,20198.829,20208.092,20382.092,174.0,9.26299999999901,0.0
5777,L00431,3,PHOTO,M41,PHOTO_B,Bay5,Bay2,M13,171.584,17153.834,20211.75,20474.25,262.5,3057.916000000001,15503.875
6718,L00092,32,IMP,M86,IMP_E,Bay9,Bay7,M64,152.561,20214.382,20214.382,20388.382,174.0,0.0,0.0
6714,L00418,7,IMP,M27,IMP_B,Bay3,Bay1,M5,156.961,20214.57,20217.655,20405.155,187.5,3.084999999999127,13562.508999999998
6723,L00314,17,ETCH,M47,ETCH_B,Bay5,Bay5,M44,71.592,20153.592,20218.092,20321.592,103.5,64.5,1695.0
6702,L00133,34,IMP,M99,IMP_F,Bay10,Bay10,M96,53.0,20072.264,20224.414,20360.914,136.5,152.15000000000146,0.0
6746,L00317,17,ETCH,M57,ETCH_C,Bay6,Bay6,M54,71.592,20229.342,20229.342,20332.842,103.5,0.0,1903.5
6693,L00307,21,IMP,M70,IMP_C,Bay7,Bay4,M32,255.53,20237.174,20237.174,20705.924,468.75,0.0,947.25
6685,L00005,26,CVD,M14,CVD_A,Bay2,Bay8,M75,247.938,20207.752,20237.25,20511.75,274.5,29.497999999999593,0.0
6707,L00420,5,METRO,M94,METRO_D,Bay10,Bay5,M49,202.945,20239.037,20239.037,20477.537,238.5,0.0,14315.902000000002
6715,L00311,19,METRO,M77,METRO_C,Bay8,Bay7,M63,128.577,20187.327,20242.73,20424.23,181.5,55.40299999999843,1341.0
6704,L00091,30,ETCH,M49,ETCH_B,Bay5,Bay3,M21,216.577,20246.077,20246.077,20780.077,534.0,0.0,0.0
5801,L00397,9,PHOTO,M51,PHOTO_C,Bay6,Bay1,M8,180.945,17244.847,20251.5,20500.5,249.0,3006.6529999999984,10548.247
5806,L00344,15,PHOTO,M42,PHOTO_B,Bay5,Bay4,M40,64.992,17141.110999999997,20253.0,20643.75,390.75,3111.889000000003,4182.75
5811,L00244,23,PHOTO,M43,PHOTO_B,Bay5,Bay7,M68,255.745,17337.425,20254.5,20931.0,676.5,2917.0750000000007,0.0
6710,L00256,36,ETCH,M50,ETCH_B,Bay5,Bay3,M23,216.361,20254.111,20258.111,20447.861,189.75,4.0,0.0
6734,L00312,20,CVD,M33,CVD_B,Bay4,Bay3,M28,58.392,20188.498,20259.522,20424.522,165.0,71.02400000000125,1474.5
6726,L00394,10,ETCH,M2,ETCH_A,Bay1,Bay8,M71,173.138,20261.138,20261.138,20428.388,167.25,0.0,9946.037
6703,L00380,13,CMP,M84,CMP_D,Bay9,Bay8,M80,86.992,20114.463,20267.487,20469.987,202.5,153.02400000000125,8008.106000000001
6731,L00395,10,ETCH,M60,ETCH_C,Bay6,Bay5,M41,165.33,20270.58,20270.58,20437.83,167.25,0.0,10048.778
5824,L00284,23,PHOTO,M44,PHOTO_B,Bay5,Bay9,M83,291.938,17433.006999999998,20275.5,20952.0,676.5,2842.493000000002,0.0
6728,L00296,36,ETCH,M93,ETCH_D,Bay10,Bay8,M74,164.984,20257.484,20278.634,20468.384,189.75,21.149999999997817,0.0
5815,L00430,3,PHOTO,M71,PHOTO_D,Bay8,Bay4,M33,223.738,17315.488,20281.5,20544.0,262.5,2966.011999999999,15425.929
6736,L00176,38,ETCH,M92,ETCH_D,Bay10,Bay8,M75,156.184,20288.868000000002,20288.868000000002,20401.368000000002,112.5,0.0,0.0
6698,L00459,2,CVD,M11,CVD_A,Bay2,Bay9,M84,195.138,20193.613,20291.25,20902.5,611.25,97.6369999999988,19544.576
5809,L00318,16,PHOTO,M21,PHOTO_A,Bay3,Bay5,M44,302.397,17382.147,20292.0,20398.5,106.5,2909.852999999999,1906.5
6752,L00286,28,CMP,M68,CMP_C,Bay7,Bay7,M70,118.784,20298.039,20298.039,20731.539,433.5,0.0,0.0
6738,L00056,40,METRO,M39,METRO_B,Bay4,Bay2,M20,164.984,20300.332,20301.618,20611.368,309.75,1.2860000000000582,0.0
6787,L00467,1,CMP,M7,CMP_A,Bay1,ENTRY,ENTRY,0.0,20301.618,20301.618,20516.118,214.5,0.0,20301.618
6747,L00419,7,IMP,M18,IMP_A,Bay2,Bay1,M3,139.577,20304.601,20304.601,20492.101,187.5,0.0,13744.85
5818,L00050,29,PHOTO,M74,PHOTO_D,Bay8,Bay4,M36,218.345,17326.673000000003,20307.0,20500.5,193.5,2980.3269999999975,0.0
6739,L00257,40,METRO,M28,METRO_A,Bay3,Bay3,M26,42.0,20188.57,20311.606,20621.356,309.75,123.03600000000006,0.0
6712,L00085,26,CVD,M35,CVD_B,Bay4,Bay10,M95,258.938,20311.823999999997,20311.823999999997,20586.323999999997,274.5,0.0,0.0
6759,L00316,17,ETCH,M46,ETCH_B,Bay5,Bay5,M41,93.592,20305.342,20313.092,20416.592,103.5,7.75,1784.25
6729,L00462,2,CVD,M82,CVD_D,Bay9,Bay7,M67,115.592,20208.418,20316.094,20927.344,611.25,107.67599999999948,19846.314000000002
6720,L00392,11,CVD,M81,CVD_D,Bay9,Bay6,M59,100.192,20168.534,20334.75,20826.0,491.25,166.21600000000035,9735.768
6757,L00004,25,METRO,M75,METRO_C,Bay8,Bay6,M58,137.592,20335.934,20335.934,20547.434,211.5,0.0,0.0
6772,L00164,24,ETCH,M47,ETCH_B,Bay5,Bay5,M43,82.592,20337.092,20337.092,20508.092,171.0,0.0,0.0
6765,L00246,27,IMP,M20,IMP_A,Bay2,Bay2,M14,104.592,20341.842,20341.842,20483.592,141.75,0.0,0.0
6751,L00126,28,CMP,M36,CMP_B,Bay4,Bay2,M17,171.369,20345.485,20345.485,20778.985,433.5,0.0,0.0
6767,L00136,38,ETCH,M91,ETCH_D,Bay10,Bay8,M77,104.592,20347.322,20347.322,20459.822,112.5,0.0,0.0
5856,L00347,15,PHOTO,M72,PHOTO_D,Bay8,Bay10,M94,328.691,17563.028,20347.5,20738.25,390.75,2784.4720000000016,4332.0
6727,L00213,34,IMP,M100,IMP_F,Bay10,Bay10,M97,53.0,20143.177,20349.121,20485.621,136.5,205.9439999999995,0.0
6760,L00303,22,CMP,M37,CMP_B,Bay4,Bay3,M27,131.984,20349.639,20349.639,20529.639,180.0,0.0,521.25
5837,L00348,15,PHOTO,M53,PHOTO_C,Bay6,Bay4,M39,139.145,17324.077999999998,20349.75,20740.5,390.75,3025.6720000000023,4442.25
